ID,Station (ft),WSE 'Max' (feet)
1185,812.637,363.704
1186,813.031,363.703
1187,813.435,363.701
1188,813.839,363.699
1189,814.258,363.698
1190,814.626,363.696
1191,814.676,363.696
1192,815.537,363.691
1193,815.973,363.688
1194,816.41,363.685
1195,817.284,363.679
1196,818.149,363.673
1197,818.979,363.668
1198,819.741,363.664
1199,820.435,363.66
1200,821.108,363.655
1201,821.82,363.649
1202,822.388,363.644
1203,822.581,363.643
1204,823.371,363.639
1205,824.175,363.636
1206,824.987,363.633
1207,825.593,363.631
1208,825.803,363.63
1209,826.616,363.628
1210,827.424,363.625
1211,828.238,363.622
1212,828.29,363.622
1213,829.07,363.615
1214,829.928,363.607
1215,830.808,363.599
1216,831.69,363.599
1217,832.557,363.599
1218,833.207,363.599
1219,833.399,363.599
1220,834.217,363.597
1221,835.007,363.595
1222,835.393,363.594
1223,835.779,363.592
1224,836.556,363.589
1225,836.567,363.588
1226,836.717,363.588
1227,837.359,363.585
1228,838.195,363.582
1229,838.999,363.58
1230,839.052,363.58
1231,839.916,363.576
1232,840.371,363.574
1233,840.634,363.573
1234,840.779,363.572
1235,841.632,363.569
1236,842.227,363.566
1237,842.471,363.565
1238,843.304,363.561
1239,844.142,363.557
1240,844.989,363.553
1241,845.416,363.551
1242,845.823,363.549
1243,845.844,363.549
1244,846.707,363.54
1245,847.57,363.531
1246,848.434,363.523
1247,849.298,363.523
1248,850.162,363.522
1249,850.592,363.522
1250,850.74,363.522
1251,851.023,363.522
1252,851.872,363.52
1253,852.706,363.518
1254,853.526,363.516
1255,854.342,363.513
1256,855.153,363.511
1257,855.552,363.51
1258,855.951,363.509
1259,856.344,363.507
1260,856.736,363.506
1261,857.519,363.503
1262,858.303,363.499
1263,859.097,363.493
1264,859.205,363.493
1265,859.926,363.492
1266,860.798,363.492
1267,861.682,363.49
1268,862.024,363.49
1269,862.277,363.489
1270,862.581,363.488
1271,863.519,363.487
1272,863.711,363.486
1273,864.464,363.485
1274,864.626,363.485
1275,865.349,363.48
1276,866.157,363.474
1277,866.922,363.468
1278,867.68,363.462
1279,868.449,363.462
1280,869.235,363.461
1281,870.037,363.46
1282,870.78,363.46
1283,870.851,363.46
1284,871.662,363.457
1285,872.058,363.456
1286,872.454,363.453
1287,872.705,363.452
1288,872.782,363.452
1289,872.812,363.451
1290,872.833,363.451
1291,873.213,363.45
1292,873.947,363.447
1293,874.68,363.445
1294,875.434,363.443
1295,875.619,363.442
1296,875.69,363.442
1297,875.824,363.441
1298,876.024,363.44
1299,876.215,363.44
1300,877.003,363.436
1301,877.087,363.436
1302,877.138,363.435
1303,877.785,363.432
1304,878.579,363.429
1305,879.415,363.426
1306,879.611,363.425
1307,880.296,363.424
1308,881.201,363.421
1309,882.113,363.419
1310,882.189,363.419
1311,883.026,363.415
1312,883.483,363.413
1313,883.939,363.411
1314,884.282,363.409
1315,884.424,363.408
1316,884.852,363.406
