ID,Station (ft),Velocity 'Max' (feet/sec)
1352,910.298,11.249
1353,911.232,11.262
1354,911.971,11.139
1355,912.161,11.135
1356,913.084,11.106
1357,913.995,11.124
1358,914.893,11.213
1359,915.778,11.212
1360,916.652,11.217
1361,917.518,11.219
1362,918.128,11.213
1363,918.38,11.212
1364,919.237,11.206
1365,920.089,11.203
1366,920.938,11.215
1367,921.349,11.214
1368,921.408,11.206
1369,921.502,11.193
1370,921.683,11.167
1371,921.786,11.153
1372,922.636,11.043
1373,923.487,10.932
1374,924.264,10.823
1375,924.34,10.813
1376,924.525,10.789
1377,925.147,10.689
1378,925.199,10.679
1379,925.356,10.649
1380,925.567,10.607
1381,925.604,10.599
1382,926.062,10.503
1383,926.396,10.416
1384,926.408,10.412
1385,926.927,10.317
1386,927.794,10.464
1387,928.663,10.82
1388,929.534,11.189
1389,930.079,11.414
1390,930.407,11.556
1391,931.279,11.942
1392,932.155,12.34
1393,933.039,12.423
1394,933.938,12.485
1395,934.317,12.51
1396,934.848,12.455
1397,934.965,12.431
1398,935.755,12.237
1399,936.652,11.662
1400,937.544,11.297
1401,938.232,11.15
1402,938.439,11.061
1403,939.336,10.621
1404,940.239,10.116
1405,941.153,9.674
1406,942.076,9.399
1407,942.993,9.305
1408,943.388,9.318
1409,943.91,9.371
1410,944.156,9.417
1411,944.867,9.624
1412,944.985,9.677
1413,945.048,9.709
1414,945.626,10.15
1415,945.757,10.28
1416,945.873,10.388
1417,945.894,10.406
1418,946.099,10.546
1419,946.199,10.556
1420,946.448,10.55
1421,946.477,10.547
1422,946.949,10.465
1423,947.061,10.444
1424,947.207,10.412
1425,947.496,10.337
1426,947.963,10.198
1427,948.175,10.131
1428,948.916,9.882
1429,949.256,9.766
1430,949.485,9.689
1431,949.778,9.593
1432,949.857,9.567
1433,950.427,9.387
1434,950.709,9.303
1435,950.773,9.284
1436,950.935,9.239
1437,951.043,9.21
1438,951.116,9.191
1439,951.281,9.149
1440,952.622,8.942
1441,953.216,8.897
1442,954.096,8.913
1443,955.265,8.95
1444,955.437,8.958
1445,956.042,9.005
1446,956.167,9.019
1447,956.411,9.052
1448,957.098,9.163
1449,957.202,9.18
1450,957.628,9.25
1451,958.355,9.371
1452,958.37,9.373
1453,958.651,9.421
1454,959.09,9.494
1455,959.386,9.545
1456,959.656,9.591
1457,961.041,9.719
1458,961.275,9.741
1459,961.876,9.799
1460,961.997,9.811
1461,962.158,9.827
1462,962.751,9.888
1463,963.045,9.918
1464,963.175,9.93
1465,963.416,9.951
1466,963.488,9.958
1467,963.662,9.973
1468,964.124,10.016
1469,964.186,10.022
1470,964.65,10.065
1471,964.857,10.085
1472,964.984,10.097
1473,965.268,10.125
1474,965.524,10.151
1475,966.193,10.226
1476,966.864,10.316
1477,967.563,10.456
1478,968.321,10.664
1479,969.137,10.905
1480,969.765,11.036
1481,969.98,11.199
1482,970.822,11.679
1483,971.651,11.903
1484,972.461,11.95
1485,973.251,11.872
1486,974.021,11.617
1487,974.172,11.542
1488,974.77,11.429
1489,975.488,11.36
1490,976.183,11.264
1491,976.363,11.239
1492,976.886,11.17
1493,977.631,11.07
1494,978.427,10.943
1495,979.257,10.825
1496,980.094,10.721
1497,980.652,10.659
1498,980.924,10.681
1499,981.749,10.748
1500,982.582,10.818
1501,983.426,10.891
1502,983.848,10.929
1503,984.27,10.951
1504,984.684,11.006
1505,985.097,11.045
1506,985.897,11.192
1507,986.678,11.359
1508,987.462,11.53
1509,988.265,11.709
1510,989.093,11.898
1511,989.942,12.095
1512,990.004,12.11
1513,990.798,12.119
1514,991.219,12.125
1515,991.64,12.138
1516,992.043,12.139
1517,992.446,12.147
1518,993.217,12.203
1519,993.977,12.347
1520,994.762,12.498
1521,995.584,12.657
1522,996.032,12.742
1523,996.433,12.766
1524,997.295,12.748
1525,998.16,12.73
1526,999.022,12.746
1527,999.885,12.88
1528,1000.755,13.117
1529,1001.634,13.331
1530,1002.521,13.308
1531,1002.902,13.195
1532,1003.415,13.122
1533,1004.313,13.02
1534,1005.203,12.948
1535,1006.067,12.891
1536,1006.897,12.811
1537,1007.692,12.78
1538,1008.461,12.856
1539,1008.835,12.89
1540,1009.21,12.922
1541,1009.579,12.947
1542,1009.947,12.975
1543,1010.68,13.044
1544,1010.919,13.079
1545,1011.424,13.234
1546,1012.189,13.508
1547,1012.974,13.445
1548,1013.755,13.123
1549,1014.131,12.973
1550,1014.523,12.83
1551,1015.301,12.531
1552,1016.107,12.206
1553,1016.928,11.885
1554,1017.76,11.606
1555,1018.668,11.444
1556,1019.773,11.394
1557,1021.079,11.423
1558,1022.387,11.475
1559,1023.035,11.495
1560,1023.498,11.55
1561,1024.402,11.567
1562,1025.202,11.521
1563,1025.451,11.517
1564,1025.976,11.602
1565,1026.751,11.732
1566,1027.142,11.8
1567,1027.532,11.842
1568,1027.922,11.939
1569,1028.311,12
1570,1029.081,12.035
1571,1029.83,12.068
1572,1030.561,12.099
1573,1031.129,12.122
1574,1031.291,12.124
1575,1032.043,12.1
1576,1032.838,12.022
1577,1033.685,11.907
1578,1034.576,11.772
1579,1035.488,11.694
1580,1035.947,11.715
1581,1036.406,11.73
1582,1036.866,11.735
1583,1037.325,11.74
1584,1038.242,11.728
1585,1039.149,11.64
1586,1039.619,11.548
1587,1040.044,11.372
1588,1040.926,10.993
1589,1041.801,10.624
1590,1042.672,10.277
1591,1043.381,10.005
1592,1043.538,9.961
1593,1044.397,9.937
1594,1044.523,9.968
1595,1045.249,10.243
1596,1046.099,10.603
1597,1046.948,10.99
1598,1047.796,11.458
1599,1048.645,11.969
1600,1049.494,12.51
1601,1049.622,12.596
1602,1050.341,12.697
1603,1051.181,12.584
1604,1051.993,12.343
1605,1052.764,12.125
1606,1052.829,12.122
1607,1053.026,12.124
1608,1053.09,12.129
1609,1053.128,12.132
1610,1053.245,12.14
1611,1053.506,12.177
1612,1054.241,12.463
1613,1054.979,13.002
1614,1055.729,13.732
1615,1056.121,14
1616,1056.513,14.187
1617,1056.573,14.199
1618,1057.343,14.062
1619,1058.2,13.958
1620,1059.065,13.913
1621,1059.93,13.96
1622,1060.795,14.139
1623,1061.654,14.444
1624,1061.737,14.479
1625,1062.499,14.374
1626,1063.319,14.325
1627,1064.117,14.345
1628,1064.894,14.411
1629,1065.655,14.244
1630,1066.403,14.092
1631,1067.144,13.951
1632,1067.878,13.822
1633,1068.115,13.783
1634,1068.616,13.569
1635,1069.382,13.308
1636,1070.198,13.052
1637,1071.062,12.87
1638,1071.956,13.117
1639,1072.859,13.697
1640,1073.763,14.502
1641,1074.302,14.613
1642,1074.667,14.536
1643,1075.567,14.024
1644,1076.458,13.523
1645,1077.34,13.243
1646,1078.218,13.315
1647,1079.103,13.757
1648,1080.004,14.733
1649,1080.922,14.653
1650,1080.949,14.577
1651,1081.85,13.826
1652,1082.782,13.186
1653,1083.714,12.984
1654,1084.18,12.894
1655,1084.382,12.858
1656,1084.646,12.789
1657,1085.578,12.547
1658,1086.508,12.333
1659,1087.434,12.176
1660,1088.352,12.041
1661,1089.264,12.057
1662,1090.172,12.153
1663,1090.625,12.18
1664,1091.077,12.198
1665,1091.525,12.2
1666,1091.972,12.183
1667,1092.783,12.059
1668,1092.86,12.03
1669,1093.747,11.658
1670,1094.637,11.263
1671,1095.08,11.066
1672,1095.522,10.968
1673,1095.955,10.972
1674,1096.388,10.98
1675,1097.232,11.021
1676,1097.827,11.077
1677,1098.057,11.07
1678,1098.87,11.047
1679,1099.682,11.026
1680,1100.502,11.046
1681,1100.916,11.098
1682,1101.331,11.153
1683,1101.746,11.217
1684,1102.162,11.282
1685,1102.764,11.38
1686,1102.992,11.374
1687,1103.814,11.346
1688,1104.63,11.318
1689,1105.446,11.299
1690,1106.268,11.233
1691,1107.086,11.26
1692,1107.889,11.415
1693,1108.68,11.515
1694,1109.478,11.615
1695,1110.297,11.725
1696,1110.536,11.756
1697,1111.129,11.74
1698,1111.952,11.746
1699,1112.745,11.792
1700,1113.507,12.116
1701,1114.251,12.5
1702,1114.811,12.819
1703,1115.002,13.022
1704,1115.782,12.98
1705,1116.598,12.455
1706,1117.437,12.145
1707,1118.284,12.052
1708,1118.708,12.091
1709,1119.132,12.187
1710,1119.556,12.364
1711,1119.98,12.55
1712,1120.403,12.764
1713,1120.827,12.98
1714,1121.31,13.199
1715,1121.675,13.322
1716,1122.523,12.963
1717,1123.371,12.591
1718,1124.222,12.401
1719,1125.081,12.374
1720,1125.954,12.424
1721,1126.825,12.563
1722,1127.673,12.719
1723,1128.495,12.768
1724,1129.307,12.62
1725,1129.331,12.612
1726,1130.111,12.412
1727,1130.898,12.262
1728,1131.669,12.141
1729,1132.443,12.026
1730,1133.23,11.787
1731,1133.629,11.702
1732,1134.028,11.654
1733,1134.438,11.673
1734,1134.848,11.739
1735,1135.7,12.094
1736,1136.566,12.549
1737,1137.053,12.855
1738,1137.407,12.84
1739,1138.207,12.909
1740,1138.981,13.047
1741,1139.264,13.127
1742,1139.751,12.811
1743,1140.536,12.319
1744,1141.34,11.858
1745,1142.149,11.517
1746,1142.95,11.336
1747,1143.748,11.306
1748,1144.565,11.43
1749,1145.408,11.762
1750,1146.26,12.317
1751,1146.792,12.78
1752,1147.106,13.189
1753,1147.947,13.704
1754,1148.558,13.2
1755,1148.787,13.049
1756,1149.631,12.542
1757,1150.478,12.124
1758,1151.324,11.844
1759,1152.161,11.715
1760,1152.988,11.687
1761,1153.806,11.724
1762,1154.62,11.799
1763,1155.029,11.84
1764,1155.438,11.88
1765,1155.85,11.914
1766,1156.262,11.941
1767,1156.921,11.965
1768,1157.093,11.959
1769,1157.929,11.929
1770,1158.591,11.905
1771,1158.767,11.899
1772,1159.605,11.901
1773,1160.025,11.862
1774,1160.444,11.85
1775,1160.652,11.845
1776,1161.29,11.58
1777,1162.141,11.232
1778,1162.997,10.898
1779,1163.854,10.578
1780,1164.708,10.265
1781,1165.551,10.02
1782,1166.368,9.863
1783,1167.148,9.794
1784,1167.522,9.808
1785,1167.895,10.424
1786,1168.262,9.882
1787,1168.629,9.942
1788,1169.396,10.142
1789,1169.689,10.234
1790,1170.251,10.322
1791,1170.796,10.28
1792,1171.2,10.286
1793,1172.177,10.293
1794,1173.112,10.292
1795,1173.995,10.307
1796,1174.849,10.394
1797,1175.688,10.616
1798,1176.512,10.843
1799,1176.918,11.017
1800,1177.325,11.233
1801,1177.731,11.5
1802,1178.137,11.822
1803,1178.939,12.642
1804,1178.955,12.614
1805,1179.781,11.571
1806,1180.605,11.234
1807,1181.399,11.34
1808,1182.151,11.637
1809,1182.907,12.003
1810,1183.311,12.19
1811,1183.715,12.341
1812,1184.563,12.568
1813,1185.404,12.325
1814,1186.219,11.601
1815,1187.014,11.099
1816,1187.809,10.826
1817,1188.614,10.716
1818,1189.019,10.709
1819,1189.424,10.715
1820,1189.831,10.762
1821,1190.239,10.811
1822,1191.117,11.022
1823,1191.497,11.14
1824,1191.633,11.147
1825,1192.15,11.139
1826,1192.743,11.108
1827,1193.335,11.016
1828,1194.538,10.795
1829,1195.08,10.734
1830,1195.621,10.709
1831,1196.567,10.81
1832,1197.44,11.048
1833,1198.3,11.304
1834,1198.736,11.463
1835,1199.173,11.656
1836,1199.367,11.755
1837,1199.617,11.895
1838,1200.062,11.966
1839,1200.52,11.538
1840,1200.957,11.281
1841,1201.851,10.836
1842,1202.743,10.517
1843,1203.634,10.34
1844,1204.526,10.318
1845,1205.421,10.44
1846,1206.322,10.653
1847,1207.228,10.908
1848,1208.117,11.102
1849,1208.975,11.135
1850,1209.369,11.084
1851,1209.697,11.031
1852,1209.817,11.01
1853,1210.66,10.805
1854,1211.51,10.604
1855,1212.382,10.432
1856,1213.275,10.28
1857,1214.165,10.155
1858,1215.028,10.087
1859,1215.863,10.091
1860,1216.678,10.155
1861,1217.471,10.256
1862,1218.227,10.382
1863,1218.94,10.524
1864,1218.974,10.531
1865,1219.483,10.575
1866,1219.623,10.589
1867,1220.305,10.671
1868,1221.019,10.787
1869,1221.773,10.767
1870,1222.551,10.683
1871,1223.341,10.656
1872,1223.4,10.656
1873,1224.149,10.609
1874,1224.983,10.632
1875,1225.845,10.664
1876,1226.713,10.565
1877,1227.558,10.569
1878,1227.866,10.576
1879,1228.353,10.538
1880,1229.106,10.526
1881,1229.852,10.545
1882,1230.606,10.572
1883,1231.35,10.572
1884,1232.078,10.607
1885,1232.816,10.753
1886,1233.585,11.013
1887,1234.38,11.355
1888,1235.186,11.797
1889,1235.997,12.33
1890,1236.202,12.475
1891,1236.83,12.986
1892,1237.697,12.823
1893,1237.853,12.753
1894,1238.581,12.508
1895,1239.448,12.241
1896,1240.28,12.041
1897,1241.091,11.912
1898,1241.905,11.889
1899,1242.73,12.01
1900,1243.565,12.09
1901,1244.401,12.11
1902,1245.23,11.981
1903,1245.427,11.915
1904,1246.042,11.733
1905,1246.826,11.533
1906,1247.591,11.357
1907,1248.356,11.213
1908,1249.136,11.123
1909,1249.927,11.129
1910,1250.725,11.315
1911,1251.528,11.562
1912,1252.335,11.785
1913,1253.139,11.833
1914,1253.286,11.803
1915,1253.541,11.7
1916,1253.942,11.533
1917,1254.743,11.17
1918,1255.547,11.226
1919,1256.36,10.57
1920,1257.2,10.483
1921,1258.071,10.491
1922,1258.963,10.528
1923,1259.562,10.54
1924,1259.862,10.504
1925,1260.763,10.395
1926,1261.669,10.316
1927,1262.584,10.197
1928,1263.511,10.067
1929,1264.444,10.045
1930,1265.38,10.041
1931,1266.316,10.046
1932,1267.251,10.044
1933,1268.069,10.058
1934,1268.187,10.083
1935,1269.123,10.282
1936,1270.058,10.501
1937,1270.992,10.7
1938,1271.922,10.896
1939,1272.85,11.032
1940,1273.781,11.223
1941,1274.105,11.285
1942,1274.722,11.339
1943,1275.667,11.365
1944,1276.574,11.415
1945,1277.398,11.433
1946,1278.146,11.541
1947,1278.874,11.84
1948,1279.637,12.515
1949,1280.44,13.608
1950,1280.462,13.643
1951,1281.236,15.081
1952,1282.02,16.567
1953,1282.824,15.701
1954,1283.625,14.953
1955,1283.666,14.923
1956,1284.54,14.264
1957,1285.421,13.549
1958,1286.291,12.952
1959,1287.143,12.586
1960,1287.979,12.447
1961,1288.807,12.459
1962,1289.626,12.535
1963,1290.423,12.613
1964,1291.197,12.672
1965,1291.965,12.719
1966,1292.055,12.725
1967,1292.735,12.693
1968,1293.51,12.548
1969,1294.295,12.278
1970,1295.105,11.857
1971,1295.946,11.585
1972,1296.809,11.548
1973,1297.683,11.716
1974,1298.56,12.092
1975,1299.113,12.426
1976,1299.437,12.68
1977,1300.316,13.36
1978,1300.826,13.09
1979,1301.196,12.898
1980,1301.49,12.748
1981,1302.078,12.456
1982,1302.959,12.086
1983,1303.838,11.812
1984,1304.707,11.623
1985,1305.556,11.57
1986,1306.377,11.585
1987,1307.175,11.582
1988,1307.962,11.525
1989,1308.745,11.38
1990,1308.931,11.33
1991,1309.137,11.286
1992,1309.529,11.21
1993,1310.316,11.09
1994,1311.118,11.025
1995,1311.943,10.974
1996,1312.794,10.921
1997,1313.451,10.88
1998,1313.671,10.911
1999,1314.571,11.029
2000,1315.491,11.152
2001,1316.422,11.285
2002,1317.357,11.511
2003,1318.293,11.732
2004,1318.761,11.857
2005,1319.229,11.978
2006,1319.322,12.002
2007,1320.163,12.088
2008,1321.084,11.905
2009,1321.98,11.614
2010,1322.843,11.382
2011,1323.684,11.346
2012,1324.521,11.44
2013,1325.366,11.489
2014,1326.23,11.334
2015,1326.679,11.152
2016,1327.164,11.078
2017,1328.301,10.942
2018,1329.8,10.857
2019,1330.711,10.851
2020,1331.622,10.969
2021,1332.531,11.183
2022,1333.439,11.491
2023,1334.246,11.861
2024,1334.921,12.28
2025,1336.03,12.926
2026,1336.939,12.605
2027,1337.63,12.368
2028,1337.794,12.312
2029,1338.653,11.938
2030,1339.53,11.526
2031,1340.436,11.185
2032,1341.391,10.991
2033,1342.397,10.982
2034,1343.413,11.179
2035,1344.394,11.491
2036,1345.344,11.778
2037,1345.432,11.792
2038,1346.281,11.51
2039,1347.215,11.142
2040,1348.148,10.869
2041,1349.082,10.749
2042,1350.016,10.881
2043,1350.949,10.945
2044,1351.883,10.951
2045,1352.375,10.935
2046,1352.817,10.858
2047,1353.75,10.718
2048,1354.684,10.607
2049,1355.617,10.474
2050,1356.551,10.316
2051,1357.484,10.186
2052,1357.927,10.135
2053,1358.416,10.101
2054,1359.34,10.049
2055,1360.253,10.015
2056,1361.155,10.049
2057,1362.05,10.017
2058,1362.943,9.954
2059,1363.836,9.798
2060,1364.282,9.753
2061,1364.728,9.688
2062,1365.175,9.622
2063,1365.621,9.544
2064,1366.514,9.425
2065,1366.96,9.369
2066,1367.347,9.316
2067,1367.407,9.329
2068,1367.853,9.427
2069,1368.299,9.528
2070,1369.192,9.749
2071,1370.085,9.929
2072,1370.711,10.033
2073,1370.976,10.079
2074,1371.85,10.231
2075,1371.863,10.233
2076,1372.737,10.302
2077,1373.594,10.302
2078,1374.439,10.26
2079,1375.28,10.234
2080,1376.118,10.332
2081,1376.948,10.658
2082,1377.785,10.898
2083,1378.647,10.96
2084,1379.147,10.852
2085,1379.52,10.706
2086,1380.392,10.362
2087,1381.255,10.009
2088,1382.11,9.825
2089,1382.959,9.962
2090,1383.448,10.242
2091,1383.809,10.507
2092,1384.074,10.746
2093,1384.664,11.292
2094,1385.528,11.433
2095,1386.401,10.28
2096,1386.519,10.177
2097,1387.262,9.991
2098,1388.096,9.943
2099,1388.904,9.991
2100,1389.696,10.086
2101,1390.486,10.189
2102,1391.278,9.867
2103,1392.063,9.552
2104,1392.832,9.292
2105,1393.594,9.097
2106,1394.364,8.945
2107,1394.575,8.908
2108,1395.152,8.757
2109,1395.979,8.552
2110,1396.896,8.459
2111,1397.962,8.904
2112,1399.041,9.293
2113,1399.158,9.321
2114,1400.356,9.548
2115,1401.425,9.742
2116,1402.357,9.95
2117,1403.226,10.316
2118,1404.097,10.864
2119,1404.991,11.281
2120,1405.689,11.537
2121,1405.901,11.643
2122,1406.818,12.138
2123,1407.278,12.404
2124,1407.736,12.586
2125,1408.222,12.347
2126,1408.654,12.136
2127,1409.266,11.846
2128,1409.573,11.705
2129,1409.624,11.682
2130,1410.491,11.237
2131,1411.409,10.733
2132,1412.327,10.394
2133,1413.245,10.28
2134,1414.163,10.316
2135,1415.082,10.395
2136,1416,10.478
2137,1416.743,10.553
2138,1416.915,10.573
2139,1417.823,10.746
2140,1418.72,11.04
2141,1419.606,11.099
2142,1420.046,11
2143,1420.485,10.949
2144,1420.923,10.915
2145,1421.341,10.899
2146,1421.361,10.896
2147,1422.233,10.767
2148,1423.103,10.677
2149,1423.979,10.626
2150,1424.424,10.556
2151,1424.869,10.697
2152,1425.319,10.865
2153,1425.769,11.069
2154,1426.654,11.361
2155,1427.489,11.646
2156,1427.501,11.648
2157,1428.303,11.666
2158,1429.071,11.5
2159,1429.827,11.22
2160,1430.605,10.914
2161,1431.432,10.797
2162,1432.303,10.783
2163,1433.188,10.745
2164,1434.07,10.715
2165,1434.95,10.706
2166,1435.066,10.708
2167,1435.831,10.56
2168,1436.71,10.524
2169,1437.582,10.435
2170,1438.442,10.532
2171,1439.237,10.557
2172,1439.3,10.572
2173,1440.169,10.775
2174,1441.048,10.905
2175,1441.932,11.109
2176,1442.823,11.378
2177,1443.721,11.73
2178,1444.622,12.108
2179,1445.501,12.483
2180,1445.52,12.491
2181,1446.416,12.348
2182,1447.308,11.854
2183,1448.196,11.492
2184,1449.084,11.35
2185,1449.976,11.348
2186,1450.872,11.377
2187,1451.771,11.4
2188,1452.678,11.392
2189,1452.94,11.381
2190,1453.595,11.374
2191,1454.521,11.317
2192,1455.453,11.211
2193,1456.386,11.056
2194,1457.318,10.979
2195,1458.251,11.052
2196,1459.183,11.111
2197,1460.116,11.154
2198,1460.268,11.153
2199,1460.58,11.134
2200,1461.047,11.106
2201,1461.512,11.079
2202,1461.976,11.047
2203,1462.9,10.997
2204,1463.82,10.961
2205,1464.737,10.867
2206,1465.653,10.846
2207,1466.567,10.885
2208,1467.328,10.965
2209,1467.475,11.099
2210,1467.924,11.54
2211,1468.374,12.043
2212,1469.263,12.857
2213,1470.144,12.171
2214,1470.957,11.707
2215,1471.021,11.69
2216,1471.896,11.514
2217,1472.769,11.399
2218,1473.642,11.29
2219,1474.514,11.157
2220,1475.387,11.169
2221,1476.26,11.396
2222,1477.132,11.785
2223,1478.005,12.366
2224,1478.273,12.584
2225,1478.878,13.184
2226,1479.755,13.772
2227,1480.637,13.403
2228,1480.804,13.337
2229,1481.525,13.044
2230,1482.417,12.655
2231,1483.311,12.356
2232,1484.207,12.244
2233,1485.106,12.342
2234,1486.006,12.592
2235,1486.895,12.865
2236,1487.771,13.017
2237,1488.234,13.005
2238,1488.635,12.961
2239,1489.487,12.807
2240,1490.297,12.604
2241,1491.051,12.406
2242,1491.827,12.282
2243,1492.68,12.395
2244,1493.515,12.766
2245,1494.24,13.131
2246,1494.916,13.558
2247,1495.659,14.039
2248,1495.943,14.15
2249,1496.458,14.28
2250,1497.268,14.392
2251,1498.088,14.326
2252,1498.948,13.458
2253,1499.855,12.162
2254,1500.03,11.923
2255,1500.782,11.175
2256,1501.694,10.548
2257,1502.569,10.179
2258,1503.41,10.149
2259,1504.231,10.389
2260,1504.753,10.683
2261,1505.043,10.873
2262,1505.744,11.157
2263,1505.856,11.117
2264,1506.365,10.966
2265,1506.669,10.946
2266,1507.483,10.995
2267,1508.304,11.11
2268,1509.128,11.244
2269,1509.949,11.425
2270,1510.754,11.774
2271,1511.528,12.376
2272,1512.276,13.152
2273,1513.025,13.809
2274,1513.805,13.864
2275,1514.622,13.109
2276,1514.679,13.034
2277,1515.464,12.683
2278,1516.316,12.499
2279,1517.173,12.413
2280,1518.038,12.348
2281,1518.91,12.215
2282,1519.784,12.2
2283,1520.659,12.409
2284,1521.535,12.771
2285,1522.414,13.142
2286,1523.299,13.239
2287,1523.392,13.212
2288,1524.188,12.932
2289,1525.074,12.598
2290,1525.948,12.298
2291,1526.376,12.01
2292,1526.804,11.881
2293,1527.227,11.8
2294,1527.65,11.731
2295,1528.496,11.656
2296,1529.033,11.621
2297,1529.343,11.591
2298,1530.19,11.514
2299,1531.033,11.446
2300,1531.869,11.388
2301,1532.697,11.413
2302,1533.521,11.516
2303,1534.348,11.646
2304,1534.762,11.716
2305,1535.175,11.791
2306,1535.522,11.853
2307,1535.999,11.778
2308,1536.82,11.42
2309,1537.646,10.996
2310,1538.483,10.664
2311,1539.327,10.544
2312,1540.162,10.526
2313,1540.97,10.492
2314,1541.257,10.478
2315,1541.737,10.399
2316,1542.479,10.322
2317,1543.233,10.297
2318,1544.022,10.265
2319,1544.841,10.183
2320,1545.674,10.285
2321,1546.408,10.643
2322,1546.5,10.722
2323,1547.313,11.256
2324,1547.659,10.736
2325,1548.119,10.475
2326,1548.926,10.179
2327,1549.728,10.056
2328,1550.524,10.065
2329,1551.32,10.172
2330,1552.122,10.35
2331,1552.931,10.582
2332,1553.745,10.882
2333,1554.559,11.292
2334,1555.374,11.83
2335,1556.184,12.481
2336,1556.983,13.165
2337,1557.768,13.684
2338,1558.19,13.715
2339,1558.548,13.593
2340,1559.334,13.326
2341,1559.731,12.905
2342,1560.127,12.423
2343,1560.525,11.99
2344,1560.616,11.895
2345,1560.924,11.655
2346,1561.726,11.123
2347,1562.534,10.749
2348,1563.346,10.59
2349,1564.167,10.664
2350,1565.001,10.875
2351,1565.84,10.912
2352,1566.665,10.821
2353,1567.459,10.776
2354,1568.213,10.749
2355,1568.936,10.751
2356,1569.651,10.783
2357,1570.385,10.763
2358,1571.155,10.625
2359,1571.963,10.541
2360,1572.803,10.512
2361,1573.666,10.619
2362,1574.46,10.657
2363,1574.541,10.652
2364,1575.418,10.632
2365,1576.283,10.625
2366,1577.121,10.731
2367,1577.525,10.804
2368,1577.93,10.928
2369,1578.721,11.067
2370,1579.506,11.038
2371,1580.292,11.043
2372,1581.084,11.042
2373,1581.879,11.045
2374,1582.616,11.036
2375,1582.673,11.033
2376,1583.459,10.972
2377,1584.241,10.924
2378,1585.032,10.898
2379,1585.851,10.869
2380,1586.707,10.795
2381,1587.593,10.718
2382,1588.487,10.622
2383,1589.365,10.576
2384,1589.731,10.553
2385,1590.218,10.583
2386,1591.052,10.623
2387,1591.866,10.666
2388,1592.635,10.688
2389,1593.361,10.555
2390,1593.625,10.454
2391,1594.101,10.352
2392,1594.915,10.112
2393,1595.796,9.909
2394,1596.691,9.73
2395,1597.567,9.626
2396,1598.428,9.538
2397,1599.282,9.471
2398,1600.137,9.414
2399,1600.441,9.395
2400,1600.999,9.393
2401,1601.437,9.393
2402,1601.874,9.42
2403,1602.752,9.393
2404,1603.618,9.401
2405,1604.471,9.463
2406,1605.324,9.46
2407,1606.189,9.421
2408,1607.064,9.356
2409,1607.942,9.345
2410,1608.821,9.301
2411,1609.695,9.276
2412,1610.152,9.259
2413,1610.599,9.243
2414,1611.058,9.227
2415,1611.517,9.214
2416,1612.463,9.183
2417,1613.428,9.156
2418,1613.916,9.144
2419,1614.403,9.133
2420,1615.38,9.029
2421,1616.354,8.925
2422,1617.321,8.822
2423,1618.273,8.721
2424,1619.084,8.635
2425,1619.211,8.626
2426,1620.175,8.559
2427,1621.267,8.484
2428,1622.604,8.364
2429,1623.382,8.321
2430,1624.159,8.267
2431,1624.925,8.211
2432,1625.691,8.15
2433,1626.329,8.098
2434,1626.97,8.046
2435,1627.917,7.968
2436,1627.983,7.966
2437,1628.854,7.931
2438,1629.684,7.898
2439,1630.508,7.865
2440,1631.333,7.833
2441,1632.157,7.801
2442,1632.981,7.792
2443,1633.806,7.795
2444,1634.635,7.795
2445,1635.477,7.799
2446,1636.347,7.803
2447,1636.897,7.805
2448,1637.254,7.815
2449,1638.189,7.842
2450,1638.664,7.857
2451,1639.139,7.87
2452,1639.615,7.884
2453,1640.092,7.896
2454,1641.044,7.925
2455,1641.99,7.938
2456,1642.912,7.95
2457,1643.793,7.97
2458,1644.633,7.997
2459,1645.04,8.008
2460,1645.446,8.026
2461,1645.848,8.046
2462,1645.881,8.048
2463,1646.25,8.06
2464,1647.057,8.09
2465,1647.881,8.129
2466,1648.74,8.186
2467,1649.634,8.292
2468,1650.549,8.321
2469,1651.471,8.197
2470,1652.394,8.102
2471,1653.317,8.035
2472,1653.778,8.014
2473,1654.24,8.001
2474,1654.86,7.987
2475,1655.162,7.98
2476,1655.622,7.956
2477,1656.083,7.876
2478,1657.006,7.868
2479,1657.932,7.767
2480,1658.396,7.788
2481,1658.861,7.772
2482,1659.327,7.761
2483,1659.792,7.7
2484,1660.723,7.636
2485,1661.65,7.574
2486,1662.571,7.513
2487,1663.489,7.453
2488,1663.859,7.429
2489,1664.405,7.405
2490,1665.319,7.378
2491,1666.051,7.357
2492,1666.234,7.352
2493,1667.149,7.305
2494,1668.062,7.313
2495,1668.97,7.292
2496,1669.869,7.269
2497,1670.759,7.219
2498,1671.644,7.223
2499,1672.526,7.195
2500,1672.831,7.192
2501,1672.965,7.197
2502,1673.404,7.212
2503,1674.275,7.238
2504,1675.142,7.259
2505,1676.013,7.262
2506,1676.897,7.283
2507,1677.794,7.298
2508,1678.701,7.303
2509,1679.617,7.32
2510,1680.077,7.332
2511,1680.538,7.353
2512,1680.999,7.36
2513,1681.46,7.376
2514,1681.828,7.39
2515,1682.374,7.425
2516,1683.268,7.486
2517,1684.138,7.551
2518,1684.989,7.621
2519,1685.072,7.628
2520,1685.835,7.693
2521,1686.686,7.756
2522,1687.112,7.782
2523,1687.538,7.809
2524,1687.96,7.836
2525,1688.383,7.864
2526,1689.214,7.922
2527,1690.039,7.981
2528,1690.807,8.037
2529,1690.879,8.04
2530,1691.751,8.077
