ID,Station (ft),Velocity 'Max' (feet/sec)
3696,2502.136,10.545
3697,2502.58,10.535
3698,2503.024,10.504
3699,2503.472,10.517
3700,2503.919,10.499
3701,2504.368,10.472
3702,2504.816,10.437
3703,2505.715,10.401
3704,2506.615,10.368
3705,2507.513,10.342
3706,2507.977,10.327
3707,2508.408,10.341
3708,2509.295,10.368
3709,2509.35,10.37
3710,2510.174,10.396
3711,2511.046,10.426
3712,2511.914,10.462
3713,2512.782,10.493
3714,2513.217,10.48
3715,2513.652,10.46
3716,2514.526,10.445
3717,2515.398,10.417
3718,2516.262,10.404
3719,2517.105,10.398
3720,2517.384,10.398
3721,2517.917,10.391
3722,2518.701,10.389
3723,2519.475,10.4
3724,2520.264,10.419
3725,2521.078,10.431
3726,2521.91,10.435
3727,2522.746,10.429
3728,2523.578,10.423
3729,2524.407,10.417
3730,2525.234,10.411
3731,2525.76,10.408
3732,2526.068,10.437
3733,2526.92,10.518
3734,2527.799,10.597
3735,2528.698,10.696
3736,2529.608,10.794
3737,2530.523,10.885
3738,2531.445,10.912
3739,2532.371,10.942
3740,2533.298,10.967
3741,2534.226,11.012
3742,2535.019,11.045
3743,2535.154,11.069
3744,2536.082,11.235
3745,2537.01,11.408
3746,2537.937,11.587
3747,2538.865,11.769
3748,2539.793,11.925
3749,2540.721,11.806
3750,2541.649,11.693
3751,2542.576,11.589
3752,2543.499,11.479
3753,2544.344,11.389
3754,2544.407,11.387
3755,2545.283,11.361
3756,2546.114,11.355
3757,2546.901,11.337
3758,2547.654,11.333
3759,2548.393,11.324
3760,2548.765,11.323
3761,2549.137,11.321
3762,2549.519,11.32
3763,2549.901,11.322
3764,2550.692,11.324
3765,2551.502,11.325
3766,2552.318,11.328
3767,2553.128,11.33
3768,2553.33,11.33
3769,2553.933,11.404
3770,2554.74,11.502
3771,2555.558,11.646
3772,2556.39,11.727
3773,2557.237,11.859
3774,2558.103,11.963
3775,2558.983,12.083
3776,2559.427,12.145
3777,2559.87,12.205
3778,2560.315,12.267
3779,2560.76,12.335
3780,2560.978,12.365
3781,2561.649,12.541
3782,2562.538,12.775
3783,2563.428,12.985
3784,2564.317,13.059
3785,2565.206,13.279
3786,2566.096,13.623
3787,2566.985,14.005
3788,2567.875,14.294
3789,2568.242,14.249
3790,2568.383,14.185
3791,2568.765,14.55
3792,2569.658,13.923
3793,2570.557,13.123
3794,2571.462,12.588
3795,2572.37,12.166
3796,2573.279,11.823
3797,2574.187,11.548
3798,2575.086,11.31
3799,2575.742,11.15
3800,2575.969,11.042
3801,2576.832,10.877
3802,2577.681,10.961
3803,2578.526,11.14
3804,2579.375,11.254
3805,2579.856,11.302
3806,2580.229,11.346
3807,2580.69,11.396
3808,2581.09,11.422
3809,2581.961,11.469
3810,2582.845,11.515
3811,2583.732,11.569
3812,2584.601,11.646
3813,2585.436,11.698
3814,2586.246,11.737
3815,2587.048,11.802
3816,2587.857,11.873
3817,2588.68,11.93
3818,2589.269,11.956
3819,2589.512,11.951
3820,2590.342,11.925
3821,2591.171,11.895
3822,2592.009,11.875
3823,2592.87,11.88
3824,2593.749,11.874
3825,2594.63,11.857
3826,2595.497,11.855
3827,2596.347,11.859
3828,2597.203,11.856
3829,2597.522,11.853
3830,2598.08,11.88
3831,2598.976,11.922
3832,2599.871,11.964
3833,2600.744,12.004
3834,2601.584,12.043
3835,2602.389,12.077
3836,2603.172,12.077
3837,2603.948,12.081
3838,2604.731,12.086
3839,2605.54,12.09
3840,2606.387,12.106
3841,2607.237,12.121
3842,2607.268,12.121
3843,2608.169,12.107
3844,2609.076,12.096
3845,2609.983,12.059
3846,2610.889,12.078
3847,2611.793,12.071
3848,2612.691,12.04
3849,2613.593,11.941
3850,2614.51,11.935
3851,2615.452,11.951
3852,2616.22,11.927
3853,2616.41,11.927
3854,2617.365,11.924
3855,2618.296,11.914
3856,2619.195,11.903
3857,2620.071,11.907
3858,2620.503,11.92
3859,2620.936,11.96
3860,2621.803,11.856
3861,2622.677,11.75
3862,2623.559,11.624
3863,2624.444,11.526
3864,2625.116,11.445
3865,2625.324,11.44
3866,2626.183,11.397
3867,2627.004,11.421
3868,2627.771,11.496
3869,2628.49,11.616
3870,2629.2,11.376
3871,2629.951,11.773
3872,2630.757,12.311
3873,2631.594,12.899
3874,2632.418,13.489
3875,2633.221,14.045
3876,2633.473,14.22
3877,2634.041,14.399
3878,2634.817,13.863
3879,2634.929,13.807
3880,2635.891,13.279
3881,2636.875,12.715
3882,2637.817,12.201
3883,2638.7,11.73
3884,2639.549,11.629
3885,2640.394,11.565
3886,2641.25,11.505
3887,2642.123,11.442
3888,2642.792,11.396
3889,2643.011,11.369
3890,2643.461,11.316
3891,2643.912,11.258
3892,2644.831,11.152
3893,2645.766,11.043
3894,2646.704,10.917
3895,2647.638,10.806
3896,2648.568,10.737
3897,2649.496,10.624
3898,2650.424,10.564
3899,2651.352,10.49
3900,2651.816,10.456
3901,2652.158,10.431
3902,2652.28,10.431
3903,2652.745,10.45
3904,2653.21,10.469
3905,2654.142,10.515
3906,2655.079,10.572
3907,2655.557,10.605
3908,2656.036,10.544
3909,2657.065,10.664
3910,2658.234,10.557
3911,2659.54,10.566
3912,2660.848,10.573
3913,2661.154,10.581
3914,2662.02,10.564
3915,2663.038,10.569
3916,2663.975,10.6
3917,2664.885,10.636
3918,2665.785,10.677
3919,2666.681,10.615
3920,2667.576,10.566
3921,2668.473,10.534
3922,2669.376,10.548
3923,2670.125,10.538
3924,2670.297,10.546
3925,2671.235,10.601
3926,2672.163,10.693
3927,2673.056,10.748
3928,2673.432,10.78
3929,2673.908,10.83
3930,2674.738,10.984
3931,2675.554,11.102
3932,2676.355,11.235
3933,2677.143,11.439
3934,2677.961,11.669
3935,2678.433,11.806
3936,2678.902,11.652
3937,2679.773,10.988
3938,2680.075,10.909
3939,2681.462,10.457
3940,2682.868,10.04
3941,2684.085,9.729
3942,2685.096,9.669
3943,2686.019,9.626
3944,2686.946,9.586
3945,2687.885,9.544
3946,2688.086,9.531
3947,2688.348,9.509
3948,2688.811,9.465
3949,2689.267,9.434
3950,2689.722,9.398
3951,2690.644,9.325
3952,2691.632,9.247
3953,2692.742,9.157
3954,2693.95,9.021
3955,2695.132,8.74
3956,2696.183,8.69
3957,2697.11,8.682
3958,2697.969,8.806
3959,2698.385,8.873
3960,2698.801,8.937
3961,2699.211,9.002
3962,2699.621,9.062
3963,2700.434,9.195
3964,2701.237,9.331
3965,2702.031,9.444
3966,2702.83,9.581
3967,2703.644,9.653
3968,2704.462,9.809
3969,2705.268,9.891
3970,2706.06,10.016
3971,2706.071,10.018
3972,2706.843,10.019
3973,2707.626,10.028
3974,2708.414,10.048
3975,2709.215,10.076
3976,2710.029,10.113
3977,2710.849,10.37
3978,2711.667,10.699
3979,2712.481,11.032
3980,2712.52,11.049
3981,2713.294,11.402
3982,2714.117,11.799
3983,2714.475,11.967
3984,2714.959,12.085
3985,2715.627,12.235
3986,2715.831,12.143
3987,2716.727,11.709
3988,2717.634,11.261
3989,2718.541,10.756
3990,2719.446,10.422
3991,2720.349,10.203
3992,2721.253,10.132
3993,2722.156,10.063
3994,2723.059,9.997
3995,2723.963,9.933
3996,2724.023,9.928
3997,2724.866,9.918
3998,2725.767,9.915
3999,2726.659,9.909
4000,2727.095,9.907
4001,2727.532,9.868
4002,2728.374,9.9
4003,2729.187,9.825
4004,2729.588,9.784
4005,2729.988,9.738
4006,2730.388,9.707
4007,2730.787,9.671
4008,2731.187,9.636
4009,2731.587,9.625
4010,2732.387,9.555
4011,2732.796,9.514
4012,2733.187,9.492
4013,2733.987,9.438
4014,2734.789,9.416
4015,2735.599,9.385
4016,2736.423,9.358
4017,2737.266,9.336
4018,2738.127,9.259
4019,2739,9.172
4020,2739.881,9.088
4021,2740.768,9.007
4022,2741.657,8.929
4023,2742.014,8.898
4024,2742.548,8.88
4025,2743.439,8.85
4026,2744.328,8.823
4027,2745.215,8.797
4028,2746.067,8.776
4029,2746.096,8.776
4030,2746.971,8.727
4031,2747.841,8.686
4032,2748.708,8.654
4033,2749.592,8.63
4034,2750.457,8.613
4035,2750.62,8.611
4036,2751.325,8.58
4037,2752.144,8.59
4038,2753.36,8.607
4039,2754.576,8.624
4040,2755.657,8.632
4041,2756.737,8.584
4042,2757.817,8.54
4043,2758.731,8.508
4044,2759.643,8.479
4045,2761.042,8.395
4046,2762.257,8.332
4047,2763.473,8.271
4048,2764.335,8.238
4049,2765.196,8.181
4050,2766.021,8.129
4051,2766.846,8.075
4052,2767.793,8.007
4053,2768.74,7.939
4054,2768.887,7.928
4055,2769.689,7.967
4056,2770.637,7.978
4057,2771.413,8.052
4058,2772.189,8.092
4059,2773.366,8.16
4060,2774.334,8.247
4061,2775.212,8.31
4062,2776.054,8.357
4063,2776.937,8.394
4064,2778.008,8.438
4065,2778.041,8.439
4066,2778.808,8.466
4067,2779.576,8.495
4068,2780.544,8.545
4069,2781.513,8.595
4070,2782.496,8.644
4071,2783.479,8.668
4072,2784.29,8.689
4073,2785.1,8.711
4074,2786.329,8.751
4075,2786.907,8.768
4076,2787.338,8.79
4077,2788.258,8.838
4078,2789.12,8.884
4079,2789.934,8.92
4080,2790.726,8.967
4081,2791.519,9.008
4082,2792.33,9.048
4083,2793.18,9.092
4084,2794.059,9.137
4085,2794.937,9.174
4086,2795.802,9.216
4087,2795.941,9.223
4088,2796.232,9.225
4089,2796.662,9.228
4090,2797.527,9.232
4091,2798.392,9.237
4092,2799.252,9.247
4093,2800.108,9.253
4094,2800.538,9.253
4095,2800.967,9.248
4096,2801.399,9.244
4097,2801.832,9.244
4098,2802.705,9.237
4099,2803.583,9.233
4100,2804.462,9.229
4101,2804.895,9.228
4102,2805.345,9.223
4103,2806.23,9.213
4104,2807.113,9.204
4105,2807.993,9.196
4106,2808.867,9.165
4107,2809.577,9.159
4108,2809.738,9.157
4109,2810.611,9.167
4110,2811.484,9.128
4111,2812.351,9.142
4112,2813.217,9.122
4113,2813.849,9.122
4114,2814.09,9.122
4115,2814.971,9.12
4116,2815.855,9.119
4117,2816.736,9.119
4118,2817.614,9.14
4119,2818.488,9.164
4120,2819.368,9.138
4121,2820.258,9.122
4122,2821.167,9.046
4123,2821.343,9.043
4124,2822.13,9.033
4125,2822.895,9.027
4126,2823.202,9.012
4127,2824.368,8.965
4128,2825.521,9.048
4129,2826.574,9.1
4130,2827.533,9.141
4131,2828.415,8.997
4132,2829.227,8.869
4133,2829.616,8.852
4134,2830.004,8.816
4135,2830.398,8.783
4136,2830.791,8.72
4137,2831.615,8.681
4138,2831.71,8.679
4139,2832.544,8.589
4140,2833.7,8.555
4141,2835.081,8.461
4142,2836.453,8.409
4143,2837.549,8.389
4144,2838.333,8.446
4145,2839,8.647
4146,2839.337,8.56
4147,2839.674,8.593
4148,2840.323,8.647
4149,2840.934,8.683
4150,2841.03,8.687
4151,2841.551,8.702
4152,2842.23,8.724
4153,2842.995,8.75
4154,2843.799,8.78
4155,2844.595,8.812
4156,2845.4,8.846
4157,2846.315,8.857
4158,2847.462,8.874
4159,2848.838,8.9
4160,2849.851,8.93
4161,2850.238,8.943
4162,2851.44,8.976
4163,2852.403,9.001
4164,2853.219,9.025
4165,2853.978,9.055
4166,2854.708,9.066
4167,2855.414,9.069
4168,2856.111,9.078
4169,2856.822,9.107
4170,2856.975,9.107
4171,2857.56,9.108
4172,2857.821,9.108
4173,2858.334,9.108
4174,2858.82,9.108
4175,2859.152,9.099
4176,2860.022,9.075
4177,2860.929,9.051
4178,2861.849,9.026
4179,2862.769,8.997
4180,2863.686,8.969
4181,2864.597,8.942
4182,2865.504,8.918
4183,2866.414,8.898
4184,2867.329,8.878
4185,2867.787,8.868
4186,2868.247,8.867
4187,2869.165,8.866
4188,2870.084,8.855
4189,2871.008,8.858
4190,2871.935,8.88
4191,2872.866,8.877
4192,2873.798,8.882
4193,2874.731,8.882
4194,2875.664,8.881
4195,2876.598,8.881
4196,2876.784,8.881
4197,2877.531,8.868
4198,2878.465,8.851
4199,2879.398,8.834
4200,2880.331,8.818
4201,2881.264,8.802
4202,2882.197,8.785
4203,2883.127,8.769
4204,2884.05,8.755
4205,2884.957,8.742
4206,2885.761,8.734
4207,2885.845,8.734
4208,2886.718,8.731
4209,2887.585,8.73
4210,2888.446,8.726
4211,2889.293,8.723
4212,2890.117,8.721
4213,2890.925,8.716
4214,2891.731,8.711
4215,2892.539,8.706
4216,2893.348,8.702
4217,2894.155,8.698
4218,2894.741,8.695
4219,2894.961,8.691
4220,2895.769,8.679
4221,2896.585,8.652
4222,2897.412,8.632
4223,2898.25,8.617
4224,2899.094,8.636
4225,2899.49,8.637
4226,2899.933,8.64
4227,2900.014,8.641
4228,2900.755,8.647
4229,2901.556,8.654
4230,2902.346,8.661
4231,2903.128,8.669
4232,2903.736,8.676
4233,2903.914,8.675
4234,2904.716,8.67
4235,2905.551,8.664
4236,2906.011,8.673
4237,2906.471,8.671
4238,2907.037,8.667
4239,2907.603,8.653
4240,2909.097,8.665
4241,2910.005,8.678
4242,2910.913,8.692
4243,2911.815,8.706
4244,2912.717,8.72
4245,2913.469,8.694
4246,2914.211,8.666
4247,2914.768,8.643
4248,2915.323,8.62
4249,2916.231,8.585
4250,2916.424,8.579
4251,2917.097,8.6
4252,2917.748,8.741
4253,2917.974,8.79
4254,2918.857,8.996
4255,2919.729,9.216
4256,2920.583,9.444
4257,2921.151,9.603
4258,2921.418,9.635
4259,2922.246,9.231
4260,2922.266,9.217
4261,2923.076,8.95
4262,2923.914,8.687
4263,2924.758,8.435
4264,2925.606,8.193
4265,2926.456,7.961
4266,2927.039,7.98
4267,2927.307,7.989
4268,2928.158,8.019
4269,2929.01,8.049
4270,2929.868,8.081
4271,2930.652,8.11
4272,2930.746,8.118
4273,2931.663,8.151
4274,2932.623,8.188
4275,2933.619,8.314
4276,2934.672,8.369
4277,2935.793,8.45
4278,2936.92,8.563
4279,2937.98,8.775
4280,2938.94,8.954
4281,2938.958,8.967
4282,2939.884,9.168
4283,2940.258,9.114
4284,2940.789,9.071
4285,2941.687,8.992
4286,2942.585,8.911
4287,2943.485,8.832
4288,2944.395,8.756
4289,2945.312,8.73
4290,2946.23,8.718
4291,2947.149,8.706
4292,2948.065,8.694
4293,2948.658,8.687
4294,2948.981,8.715
4295,2949.897,8.795
4296,2950.818,8.872
4297,2951.742,8.945
4298,2952.667,9.017
4299,2953.555,8.985
4300,2953.589,8.983
4301,2954.507,8.924
4302,2955.423,8.876
4303,2956.336,8.837
4304,2957.165,8.807
4305,2957.246,8.809
4306,2958.153,8.836
4307,2959.056,8.869
4308,2959.51,8.888
4309,2959.962,8.872
4310,2960.418,8.93
4311,2960.873,8.953
4312,2961.781,9.002
4313,2962.675,8.948
4314,2963.553,8.892
4315,2964.416,8.844
4316,2965.269,8.805
4317,2966.114,8.774
4318,2966.627,8.759
4319,2966.958,8.773
4320,2967.802,8.813
4321,2968.648,8.861
4322,2969.499,8.916
4323,2970.361,8.979
4324,2971.232,8.897
4325,2972.11,8.622
4326,2972.989,8.363
4327,2973.869,8.121
4328,2974.748,7.899
4329,2975.097,7.816
4330,2975.63,7.787
4331,2976.519,7.748
4332,2976.56,7.746
4333,2977.421,7.719
4334,2978.342,7.703
4335,2979.277,7.702
4336,2980.22,7.667
4337,2981.165,7.565
4338,2982.11,7.465
4339,2983.056,7.367
4340,2984.001,7.271
4341,2984.587,7.213
4342,2984.947,7.204
4343,2985.892,7.182
4344,2986.837,7.161
4345,2987.78,7.141
4346,2988.72,7.122
4347,2989.659,7.102
4348,2990.598,7.103
4349,2991.538,7.116
4350,2992.48,7.136
4351,2993.423,7.153
4352,2993.584,7.156
4353,2994.366,7.197
4354,2994.837,7.222
4355,2995.309,7.249
4356,2995.781,7.278
4357,2996.252,7.31
4358,2996.723,7.341
4359,2997.195,7.375
4360,2998.138,7.442
4361,2999.08,7.385
4362,3000.021,7.34
4363,3000.955,7.303
4364,3001.88,7.293
4365,3002.564,7.258
4366,3002.796,7.264
4367,3003.252,7.272
4368,3003.708,7.27
4369,3004.619,7.29
4370,3005.531,7.323
4371,3006.441,7.357
4372,3007.348,7.294
4373,3008.251,7.156
4374,3009.154,7.02
4375,3010.061,6.884
4376,3010.971,6.746
4377,3011.106,6.726
4378,3011.883,6.715
4379,3012.795,6.706
4380,3013.707,6.702
4381,3014.62,6.701
4382,3015.533,6.704
4383,3016.448,6.774
4384,3017.364,6.877
4385,3018.287,6.984
4386,3019.223,7.095
4387,3020.17,7.213
4388,3020.536,7.256
4389,3021.125,7.273
4390,3022.081,7.301
4391,3023.038,7.33
4392,3023.996,7.359
4393,3024.952,7.374
4394,3025.909,7.306
4395,3026.386,7.269
4396,3026.863,7.236
4397,3027.337,7.204
4398,3027.81,7.175
4399,3028.745,7.113
4400,3029.113,7.088
4401,3029.666,7.14
4402,3030.576,7.226
4403,3031.476,7.312
4404,3032.36,7.378
4405,3033.228,7.484
4406,3034.087,7.539
4407,3034.944,7.515
4408,3035.805,7.537
4409,3036.683,7.526
4410,3036.717,7.527
4411,3037.587,7.539
4412,3038.506,7.557
4413,3038.519,7.557
4414,3039.469,7.554
4415,3040.423,7.573
4416,3041.378,7.613
4417,3042.333,7.675
4418,3042.811,7.713
4419,3043.288,7.718
4420,3044.243,7.684
4421,3044.962,7.662
4422,3045.199,7.655
4423,3046.153,7.631
4424,3047.103,7.613
4425,3047.486,7.606
4426,3048.04,7.579
4427,3048.956,7.534
4428,3049.848,7.493
4429,3050.575,7.46
4430,3050.726,7.454
4431,3051.596,7.414
4432,3052.459,7.34
4433,3053.314,7.241
4434,3054.169,7.138
4435,3055.033,7.036
4436,3055.911,6.933
4437,3056.47,6.867
4438,3056.801,6.869
4439,3057.703,6.875
4440,3058.61,6.882
4441,3059.519,6.89
4442,3060.429,6.898
4443,3061.338,6.908
4444,3062.248,6.925
4445,3063.156,6.947
4446,3064.061,6.972
4447,3064.961,7.001
4448,3065.455,7.018
4449,3065.854,7.033
4450,3066.299,7.055
4451,3066.744,7.075
4452,3067.188,7.096
4453,3067.631,7.105
4454,3068.519,7.144
4455,3069.401,7.205
4456,3070.266,7.229
4457,3071.102,7.274
4458,3071.91,7.319
4459,3072.701,7.366
4460,3073.488,7.413
4461,3074.282,7.46
4462,3074.44,7.469
4463,3075.095,7.564
4464,3075.942,7.69
4465,3076.82,7.824
4466,3077.718,7.966
4467,3078.62,8.112
4468,3079.524,8.129
4469,3080.429,8.077
4470,3080.884,8.058
4471,3081.338,8.037
4472,3082.248,7.999
4473,3083.161,7.966
4474,3083.424,7.958
4475,3083.617,7.944
4476,3084.073,7.914
4477,3084.987,7.855
4478,3085.899,7.801
4479,3086.812,7.75
4480,3087.725,7.704
4481,3088.638,7.658
4482,3089.551,7.614
4483,3090.463,7.576
4484,3091.373,7.536
4485,3092.272,7.502
4486,3092.398,7.497
4487,3093.148,7.465
4488,3094.002,7.409
4489,3094.843,7.347
4490,3095.69,7.285
4491,3096.552,7.227
4492,3097.431,7.175
4493,3098.324,7.126
4494,3099.228,7.075
4495,3099.682,7.05
4496,3100.136,7.015
4497,3100.587,7.001
4498,3101.039,6.976
4499,3101.406,6.956
4500,3101.938,6.969
4501,3102.829,6.991
4502,3103.247,7.001
4503,3103.7,7.013
4504,3104.538,7.035
4505,3105.345,7.056
4506,3106.131,7.089
4507,3106.914,7.148
4508,3107.308,7.179
4509,3107.701,7.2
4510,3108.503,7.28
4511,3108.908,7.316
4512,3109.329,7.355
4513,3110.178,7.436
4514,3110.379,7.456
4515,3111.041,7.594
4516,3111.915,7.788
4517,3112.804,7.996
4518,3113.713,8.211
4519,3114.175,8.328
4520,3114.637,8.457
4521,3115.104,8.385
4522,3115.569,8.294
4523,3116.504,8.117
4524,3117.437,7.948
4525,3118.363,7.789
4526,3119.034,7.68
4527,3119.279,7.685
4528,3120.183,7.717
4529,3120.633,7.717
4530,3121.082,7.73
4531,3121.53,7.743
4532,3121.978,7.777
4533,3122.875,7.815
4534,3123.771,7.827
4535,3124.667,7.915
4536,3125.563,7.939
4537,3126.453,8.028
4538,3127.331,8.077
4539,3128.191,8.106
4540,3128.358,8.117
4541,3129.033,8.088
4542,3129.866,8.054
4543,3130.694,8
4544,3131.518,7.99
4545,3132.344,7.959
4546,3133.175,7.885
4547,3134.017,7.958
4548,3134.867,7.986
4549,3135.72,8.014
4550,3136.572,8.043
4551,3137.42,8.053
4552,3137.98,8.09
4553,3138.262,8.11
4554,3138.682,8.153
4555,3139.102,8.2
4556,3139.947,8.315
4557,3140.795,8.439
4558,3141.648,8.564
4559,3142.508,8.707
4560,3143.382,8.928
4561,3144.268,9.217
4562,3145.162,9.569
4563,3145.898,9.897
4564,3146.059,10.013
4565,3146.955,10.663
4566,3147.419,11.292
4567,3147.854,11.651
4568,3148.755,11.935
4569,3149.66,11.441
4570,3150.565,10.905
4571,3151.466,10.474
4572,3152.364,10.112
4573,3153.261,9.819
4574,3154.157,9.605
4575,3155.053,9.435
4576,3155.948,9.286
4577,3156.767,9.155
4578,3156.814,9.16
4579,3156.839,9.162
4580,3157.723,9.257
4581,3158.602,9.354
4582,3159.476,9.456
4583,3160.349,9.568
4584,3161.221,9.691
4585,3162.088,9.782
4586,3162.945,9.887
4587,3163.791,10.087
4588,3164.631,10.165
4589,3165.467,10.175
4590,3166.302,10.1
4591,3166.409,10.083
4592,3167.143,9.965
4593,3167.998,9.829
4594,3168.864,9.694
4595,3169.736,9.545
4596,3170.607,9.318
4597,3171.478,9.103
4598,3172.348,8.901
4599,3172.788,8.804
4600,3173.22,8.83
4601,3174.09,8.889
4602,3174.961,8.96
4603,3175.832,9.042
4604,3176.269,9.087
4605,3176.706,9.132
4606,3177.146,9.185
4607,3177.586,9.22
4608,3178.476,9.111
4609,3179.37,9.008
4610,3180.264,8.913
4611,3181.162,8.82
4612,3182.066,8.727
4613,3182.248,8.709
4614,3182.977,8.654
4615,3183.892,8.59
4616,3184.814,8.53
4617,3185.28,8.502
4618,3185.746,8.435
4619,3186.217,8.449
4620,3186.689,8.424
4621,3187.637,8.369
4622,3188.586,8.314
4623,3189.057,8.286
4624,3189.529,8.227
4625,3190.463,8.204
4626,3191.242,8.159
4627,3191.389,8.159
4628,3192.309,8.166
4629,3193.226,8.174
4630,3194.139,8.184
4631,3195.051,8.198
4632,3195.986,8.162
4633,3196.994,8.048
4634,3197.053,8.041
4635,3198.124,7.914
4636,3199.357,7.784
4637,3199.942,7.704
4638,3200.575,7.642
4639,3201.655,7.541
4640,3202.116,7.489
4641,3202.578,7.457
4642,3202.998,7.402
4643,3203.418,7.383
4644,3204.251,7.312
4645,3205.109,7.255
4646,3205.988,7.272
4647,3206.873,7.259
4648,3207.76,7.247
4649,3208.648,7.235
4650,3208.844,7.233
4651,3209.536,7.319
4652,3210.416,7.41
4653,3211.283,7.518
4654,3212.145,7.628
4655,3213.01,7.74
4656,3213.879,7.791
4657,3214.735,7.761
4658,3215.561,7.745
4659,3216.356,7.741
4660,3217.139,7.749
4661,3217.535,7.759
4662,3217.93,7.773
4663,3218.186,7.782
4664,3218.731,7.76
4665,3219.527,7.734
4666,3220.307,7.716
4667,3221.073,7.707
4668,3221.828,7.713
4669,3222.582,7.742
4670,3222.962,7.756
4671,3223.342,7.803
4672,3223.726,7.785
4673,3224.111,7.801
4674,3224.889,7.819
4675,3225.254,7.823
4676,3225.684,7.828
4677,3226.506,7.838
4678,3227.195,7.847
4679,3227.359,7.84
4680,3228.229,7.797
4681,3229.104,7.75
4682,3229.98,7.702
4683,3230.856,7.654
4684,3231.732,7.605
4685,3232.608,7.552
4686,3233.483,7.504
4687,3234.347,7.468
4688,3235.185,7.455
4689,3235.998,7.465
4690,3236.164,7.468
4691,3236.808,7.491
4692,3237.635,7.522
4693,3238.483,7.556
4694,3239.346,7.61
4695,3239.78,7.614
4696,3240.214,7.635
4697,3241.082,7.671
4698,3241.579,7.697
4699,3241.941,7.716
4700,3242.79,7.775
4701,3243.627,7.84
4702,3244.453,7.901
4703,3244.858,7.93
4704,3245.146,7.951
4705,3245.262,7.947
4706,3245.656,7.906
4707,3246.049,7.873
4708,3246.809,7.819
4709,3247.523,7.795
4710,3248.298,7.806
4711,3249.419,7.858
4712,3250.137,7.973
4713,3250.856,8.191
4714,3251.418,8.218
4715,3251.98,8.34
4716,3252.692,8.506
4717,3253.23,8.641
4718,3253.514,8.715
4719,3253.591,8.778
4720,3254.409,8.618
4721,3254.541,8.559
4722,3254.6,8.53
4723,3254.687,8.478
4724,3254.815,8.388
4725,3254.896,8.323
4726,3255.09,8.27
4727,3255.604,8.141
4728,3256.284,7.99
4729,3257.027,7.853
4730,3257.422,7.791
4731,3257.797,7.739
4732,3258.589,7.918
4733,3258.99,7.623
4734,3259.391,7.647
4735,3260.195,7.697
4736,3261.004,7.747
4737,3261.827,7.798
4738,3262.677,7.852
4739,3263.131,7.881
4740,3263.56,7.86
4741,3263.854,7.846
4742,3264.465,7.818
4743,3265.378,7.776
4744,3266.288,7.743
4745,3267.181,7.723
4746,3268.044,7.709
4747,3268.878,7.699
4748,3269.694,7.7
4749,3270.499,7.711
4750,3271.289,7.731
4751,3272.065,7.756
4752,3272.102,7.757
4753,3272.842,7.783
4754,3273.634,7.823
4755,3274.32,7.865
4756,3274.441,7.873
4757,3275.261,7.934
4758,3276.104,8.006
4759,3276.984,7.966
4760,3277.903,7.89
4761,3278.847,7.829
4762,3279.799,7.782
4763,3280.626,7.751
4764,3280.753,7.758
4765,3281.707,7.814
4766,3282.66,7.877
4767,3283.613,7.946
4768,3284.564,8.022
4769,3285.514,8.056
4770,3286.464,7.903
4771,3287.413,7.757
4772,3288.363,7.619
4773,3289.312,7.488
4774,3290.072,7.39
4775,3290.261,7.38
4776,3291.208,7.332
4777,3292.156,7.288
4778,3293.105,7.249
4779,3294.054,7.214
4780,3295.004,7.45
4781,3295.955,7.78
4782,3296.907,8.142
4783,3297.853,8.53
4784,3298.316,8.728
4785,3298.383,8.757
4786,3298.779,8.947
4787,3299.612,9.299
4788,3299.664,9.281
4789,3300.509,9.008
4790,3301.339,8.745
4791,3302.174,8.488
4792,3303.02,8.237
4793,3303.759,8.025
4794,3303.872,8.01
4795,3304.735,8.021
4796,3305.62,8.033
4797,3306.531,8.048
4798,3307.458,8.066
4799,3308.037,8.078
4800,3308.39,8.079
4801,3309.322,8.079
4802,3310.25,8.081
4803,3310.71,8.078
4804,3311.171,8.08
4805,3312.086,8.092
4806,3312.994,8.057
4807,3313.896,7.981
4808,3314.793,7.914
4809,3315.688,7.847
4810,3316.581,7.777
4811,3317.021,7.739
4812,3317.473,7.769
4813,3318.365,7.83
4814,3319.256,7.893
4815,3320.149,7.959
4816,3321.044,8.028
4817,3321.946,8.097
4818,3322.855,8.166
4819,3323.773,8.236
4820,3324.699,8.309
4821,3325.608,8.382
4822,3325.627,8.384
4823,3326.011,8.415
4824,3326.551,8.462
4825,3327.466,8.535
4826,3328.378,8.608
4827,3329.3,8.692
4828,3330.234,8.783
4829,3331.173,8.831
4830,3332.109,8.861
4831,3333.04,8.892
4832,3333.96,8.925
4833,3334.868,8.958
4834,3334.996,8.963
4835,3335.765,8.953
4836,3336.659,8.943
4837,3337.555,8.933
4838,3338.454,8.923
4839,3339.355,8.914
4840,3340.256,8.874
4841,3341.158,8.83
4842,3341.609,8.807
4843,3342.061,8.786
4844,3342.509,8.759
4845,3342.958,8.737
4846,3343.833,8.701
4847,3343.978,8.696
4848,3344.686,8.677
4849,3345.536,8.656
4850,3346.399,8.63
4851,3347.272,8.601
4852,3348.141,8.572
4853,3348.57,8.564
4854,3349,8.604
4855,3349.848,8.573
4856,3350.688,8.592
4857,3351.523,8.619
4858,3351.94,8.634
4859,3352.356,8.657
4860,3352.889,8.668
