ID,Station (ft),WSE 'Max' (feet)
1119,771.954,364.057
1120,772.423,364.055
1121,773.298,364.052
1122,774.207,364.048
1123,774.369,364.048
1124,775.137,364.04
1125,776.07,364.031
1126,776.531,364.026
1127,776.991,364.024
1128,777.44,364.023
1129,777.889,364.023
1130,778.325,364.023
1131,778.761,364.022
1132,778.963,364.022
1133,779.615,364.022
1134,780.459,364.02
1135,781.295,364.017
1136,781.564,364.016
1137,781.816,364.015
1138,782.127,364.014
1139,782.963,364.011
1140,783.438,364.009
1141,783.584,364.008
1142,783.649,364.008
1143,783.806,364.007
1144,784.659,364.004
1145,785.51,364
1146,786.342,363.993
1147,786.377,363.993
1148,787.143,363.99
1149,787.915,363.987
1150,788.667,363.984
1151,789.414,363.981
1152,790.167,363.978
1153,790.937,363.975
1154,791.731,363.971
1155,792.353,363.969
1156,792.533,363.967
1157,793.321,363.958
1158,794.095,363.949
1159,794.878,363.947
1160,795.693,363.947
1161,796.062,363.947
1162,796.542,363.947
1163,797.424,363.945
1164,798.331,363.943
1165,799.236,363.94
1166,800.111,363.937
1167,800.953,363.934
1168,801.77,363.932
1169,802.578,363.929
1170,803.383,363.925
1171,804.188,363.918
1172,804.313,363.917
1173,804.994,363.911
1174,805.804,363.904
1175,806.621,363.903
1176,807.134,363.903
1177,807.444,363.902
1178,808.263,363.899
1179,809.073,363.895
1180,809.474,363.893
1181,809.874,363.891
1182,810.67,363.886
1183,811.46,363.881
1184,812.243,363.877
1185,812.637,363.875
1186,813.031,363.873
1187,813.435,363.872
1188,813.839,363.87
1189,814.258,363.868
1190,814.626,363.867
1191,814.676,363.867
1192,815.537,363.862
1193,815.973,363.86
1194,816.41,363.857
1195,817.284,363.851
1196,818.149,363.846
1197,818.979,363.842
1198,819.741,363.838
1199,820.435,363.834
1200,821.108,363.83
1201,821.82,363.824
1202,822.388,363.819
1203,822.581,363.818
1204,823.371,363.815
1205,824.175,363.812
1206,824.987,363.809
1207,825.593,363.807
1208,825.803,363.807
1209,826.616,363.805
1210,827.424,363.802
1211,828.238,363.799
1212,828.29,363.799
1213,829.07,363.793
1214,829.928,363.785
1215,830.808,363.778
1216,831.69,363.778
1217,832.557,363.778
1218,833.207,363.778
1219,833.399,363.778
1220,834.217,363.777
1221,835.007,363.775
1222,835.393,363.773
1223,835.779,363.772
1224,836.556,363.769
1225,836.567,363.769
1226,836.717,363.768
1227,837.359,363.766
1228,838.195,363.763
1229,838.999,363.761
1230,839.052,363.761
1231,839.916,363.758
1232,840.371,363.755
1233,840.634,363.754
1234,840.779,363.754
1235,841.632,363.751
1236,842.227,363.748
1237,842.471,363.748
1238,843.304,363.744
1239,844.142,363.74
1240,844.989,363.737
1241,845.416,363.735
1242,845.823,363.733
1243,845.844,363.733
1244,846.707,363.724
1245,847.57,363.716
1246,848.434,363.709
1247,849.298,363.709
1248,850.162,363.708
1249,850.592,363.708
1250,850.74,363.708
1251,851.023,363.708
1252,851.872,363.706
1253,852.706,363.705
1254,853.526,363.702
1255,854.342,363.7
1256,855.153,363.698
1257,855.552,363.697
1258,855.951,363.696
1259,856.344,363.695
1260,856.736,363.694
1261,857.519,363.691
1262,858.303,363.687
1263,859.097,363.682
1264,859.205,363.681
1265,859.926,363.681
1266,860.798,363.68
1267,861.682,363.679
1268,862.024,363.678
1269,862.277,363.678
1270,862.581,363.677
1271,863.519,363.676
1272,863.711,363.675
1273,864.464,363.675
1274,864.626,363.675
1275,865.349,363.67
1276,866.157,363.664
1277,866.922,363.659
1278,867.68,363.654
1279,868.449,363.653
1280,869.235,363.652
1281,870.037,363.652
1282,870.78,363.651
1283,870.851,363.651
1284,871.662,363.649
1285,872.058,363.648
1286,872.454,363.646
1287,872.705,363.644
1288,872.782,363.644
1289,872.812,363.644
1290,872.833,363.644
1291,873.213,363.642
1292,873.947,363.64
1293,874.68,363.638
1294,875.434,363.636
1295,875.619,363.635
1296,875.69,363.635
1297,875.824,363.635
1298,876.024,363.634
1299,876.215,363.633
1300,877.003,363.63
1301,877.087,363.63
1302,877.138,363.629
1303,877.785,363.627
1304,878.579,363.623
1305,879.415,363.621
1306,879.611,363.62
1307,880.296,363.619
1308,881.201,363.617
1309,882.113,363.615
1310,882.189,363.614
1311,883.026,363.611
1312,883.483,363.609
1313,883.939,363.607
1314,884.282,363.605
1315,884.424,363.605
1316,884.852,363.603
1317,885.764,363.599
1318,886.676,363.594
1319,887.593,363.592
1320,888.514,363.589
1321,888.976,363.587
1322,889.438,363.585
1323,890.364,363.582
1324,890.93,363.58
1325,891.288,363.578
1326,892.211,363.571
1327,893.122,363.565
1328,894.015,363.558
1329,894.887,363.552
1330,895.213,363.55
1331,895.746,363.547
1332,896.574,363.545
1333,896.602,363.545
1334,897.464,363.543
1335,898.331,363.541
1336,899.204,363.539
1337,900.086,363.537
1338,900.178,363.537
1339,900.984,363.53
1340,901.897,363.522
1341,902.822,363.514
1342,903.755,363.512
1343,904.554,363.511
1344,904.689,363.511
1345,904.881,363.511
1346,905.624,363.511
1347,905.993,363.511
1348,906.559,363.509
1349,907.494,363.506
1350,908.429,363.5
1351,909.364,363.494
1352,910.298,363.49
