ID,Station (ft),WSE 'Max' (feet)
1048,723.043,362.727
1049,723.798,362.722
1050,724.158,362.72
1051,724.521,362.718
1052,725.235,362.715
1053,725.957,362.712
1054,726.325,362.71
1055,726.694,362.709
1056,727.441,362.704
1057,728.192,362.7
1058,728.944,362.695
1059,729.4,362.693
1060,729.701,362.689
1061,730.088,362.684
1062,730.475,362.679
1063,731.266,362.669
1064,732.066,362.663
1065,732.869,362.663
1066,733.679,362.663
1067,734.26,362.663
1068,734.502,362.663
1069,735.343,362.661
1070,736.204,362.658
1071,737.076,362.654
1072,737.95,362.649
1073,738.821,362.644
1074,739.686,362.639
1075,740.544,362.635
1076,741.399,362.628
1077,741.898,362.622
1078,742.255,362.621
1079,743.117,362.617
1080,743.991,362.613
1081,744.885,362.608
1082,745.795,362.604
1083,746.714,362.599
1084,747.405,362.596
1085,747.427,362.596
1086,747.481,362.595
1087,747.635,362.594
1088,748.557,362.586
1089,749.479,362.578
1090,750.4,362.57
1091,751.322,362.563
1092,752.243,362.559
1093,753.162,362.556
1094,754.075,362.554
1095,754.978,362.552
1096,755.842,362.55
1097,755.873,362.549
1098,756.76,362.541
1099,757.64,362.533
1100,758.514,362.525
1101,759.388,362.522
1102,760.263,362.522
1103,761.14,362.522
1104,761.281,362.522
1105,762.017,362.521
1106,762.893,362.519
1107,763.769,362.515
1108,764.645,362.511
1109,765.52,362.507
1110,766.391,362.504
1111,767.259,362.501
1112,768.127,362.495
1113,768.203,362.494
1114,769,362.49
1115,769.436,362.488
1116,769.872,362.486
1117,770.732,362.482
1118,771.577,362.478
1119,771.954,362.476
1120,772.423,362.474
1121,773.298,362.471
1122,774.207,362.467
1123,774.369,362.467
1124,775.137,362.458
1125,776.07,362.449
1126,776.531,362.444
1127,776.991,362.441
1128,777.44,362.441
1129,777.889,362.44
1130,778.325,362.44
1131,778.761,362.44
1132,778.963,362.439
1133,779.615,362.439
1134,780.459,362.436
1135,781.295,362.434
1136,781.564,362.433
1137,781.816,362.432
1138,782.127,362.43
1139,782.963,362.427
