OBJECTID *,Shape *,ORIG_FID,FID_,FID_lidar2,Shape_Leng,elev
132,Point Z,0,6,0,4507.954197,372.958046
133,Point Z,0,6,0,4507.954197,372.957062
134,Point Z,0,6,0,4507.954197,372.956406
135,Point Z,0,6,0,4507.954197,372.955422
136,Point Z,0,6,0,4507.954197,372.954766
137,Point Z,0,6,0,4507.954197,372.953781
138,Point Z,0,6,0,4507.954197,372.953125
139,Point Z,0,6,0,4507.954197,372.952141
140,Point Z,0,6,0,4507.954197,372.951157
141,Point Z,0,6,0,4507.954197,372.950172
142,Point Z,0,6,0,4507.954197,372.949188
143,Point Z,0,6,0,4507.954197,372.947876
144,Point Z,0,6,0,4507.954197,372.946563
145,Point Z,0,6,0,4507.954197,372.945251
146,Point Z,0,6,0,4507.954197,372.943939
147,Point Z,0,6,0,4507.954197,372.942298
148,Point Z,0,6,0,4507.954197,372.940986
149,Point Z,0,6,0,4507.954197,372.939346
150,Point Z,0,6,0,4507.954197,372.937705
151,Point Z,0,6,0,4507.954197,372.935737
152,Point Z,0,6,0,4507.954197,372.934096
153,Point Z,0,6,0,4507.954197,372.932128
154,Point Z,0,6,0,4507.954197,372.930487
155,Point Z,0,6,0,4507.954197,372.928519
156,Point Z,0,6,0,4507.954197,372.92655
157,Point Z,0,6,0,4507.954197,372.924254
158,Point Z,0,6,0,4507.954197,372.922285
159,Point Z,0,6,0,4507.954197,372.919989
160,Point Z,0,6,0,4507.954197,372.917692
161,Point Z,0,6,0,4507.954197,372.915396
162,Point Z,0,6,0,4507.954197,372.913099
163,Point Z,0,6,0,4507.954197,372.910802
164,Point Z,0,6,0,4507.954197,372.908506
165,Point Z,0,6,0,4507.954197,372.906209
166,Point Z,0,6,0,4507.954197,372.903913
167,Point Z,0,6,0,4507.954197,372.901288
168,Point Z,0,6,0,4507.954197,372.898991
169,Point Z,0,6,0,4507.954197,372.7589
170,Point Z,0,6,0,4507.954197,372.206407
171,Point Z,0,6,0,4507.954197,372.179177
172,Point Z,0,6,0,4507.954197,372.177864
173,Point Z,0,6,0,4507.954197,372.176552
174,Point Z,0,6,0,4507.954197,372.174911
175,Point Z,0,6,0,4507.954197,372.173599
176,Point Z,0,6,0,4507.954197,372.171959
177,Point Z,0,6,0,4507.954197,372.170318
178,Point Z,0,6,0,4507.954197,372.168678
179,Point Z,0,6,0,4507.954197,372.167037
180,Point Z,0,6,0,4507.954197,372.165397
181,Point Z,0,6,0,4507.954197,372.163757
182,Point Z,0,6,0,4507.954197,372.162116
183,Point Z,0,6,0,4507.954197,372.160476
184,Point Z,0,6,0,4507.954197,372.158835
185,Point Z,0,6,0,4507.954197,372.157195
186,Point Z,0,6,0,4507.954197,372.155555
187,Point Z,0,6,0,4507.954197,372.153914
188,Point Z,0,6,0,4507.954197,372.152274
189,Point Z,0,6,0,4507.954197,372.150633
190,Point Z,0,6,0,4507.954197,372.148993
191,Point Z,0,6,0,4507.954197,372.147352
192,Point Z,0,6,0,4507.954197,372.145712
193,Point Z,0,6,0,4507.954197,372.1444
194,Point Z,0,6,0,4507.954197,372.142759
195,Point Z,0,6,0,4507.954197,372.141447
196,Point Z,0,6,0,4507.954197,372.140135
197,Point Z,0,6,0,4507.954197,372.138822
198,Point Z,0,6,0,4507.954197,372.13751
199,Point Z,0,6,0,4507.954197,372.136198
200,Point Z,0,6,0,4507.954197,372.134885
201,Point Z,0,6,0,4507.954197,372.133573
202,Point Z,0,6,0,4507.954197,372.132261
203,Point Z,0,6,0,4507.954197,372.130948
204,Point Z,0,6,0,4507.954197,372.129964
205,Point Z,0,6,0,4507.954197,371.700503
206,Point Z,0,6,0,4507.954197,371.559427
207,Point Z,0,6,0,4507.954197,371.557459
208,Point Z,0,6,0,4507.954197,371.555818
209,Point Z,0,6,0,4507.954197,371.554178
210,Point Z,0,6,0,4507.954197,371.552537
211,Point Z,0,6,0,4507.954197,371.550897
212,Point Z,0,6,0,4507.954197,371.549257
213,Point Z,0,6,0,4507.954197,371.547616
214,Point Z,0,6,0,4507.954197,371.545976
215,Point Z,0,6,0,4507.954197,371.544335
216,Point Z,0,6,0,4507.954197,371.542695
217,Point Z,0,6,0,4507.954197,371.541054
218,Point Z,0,6,0,4507.954197,371.539414
219,Point Z,0,6,0,4507.954197,371.537774
220,Point Z,0,6,0,4507.954197,371.536461
221,Point Z,0,6,0,4507.954197,371.534821
222,Point Z,0,6,0,4507.954197,371.533509
223,Point Z,0,6,0,4507.954197,371.532196
224,Point Z,0,6,0,4507.954197,371.531212
225,Point Z,0,6,0,4507.954197,371.5299
226,Point Z,0,6,0,4507.954197,371.528915
227,Point Z,0,6,0,4507.954197,371.527931
228,Point Z,0,6,0,4507.954197,371.526947
229,Point Z,0,6,0,4507.954197,371.525963
230,Point Z,0,6,0,4507.954197,371.525306
231,Point Z,0,6,0,4507.954197,371.524322
232,Point Z,0,6,0,4507.954197,371.523666
233,Point Z,0,6,0,4507.954197,371.522682
234,Point Z,0,6,0,4507.954197,371.522026
235,Point Z,0,6,0,4507.954197,371.521369
236,Point Z,0,6,0,4507.954197,371.520713
237,Point Z,0,6,0,4507.954197,371.520057
238,Point Z,0,6,0,4507.954197,371.450175
239,Point Z,0,6,0,4507.954197,371.197879
240,Point Z,0,6,0,4507.954197,371.089612
241,Point Z,0,6,0,4507.954197,371.089284
242,Point Z,0,6,0,4507.954197,371.088956
243,Point Z,0,6,0,4507.954197,371.088299
244,Point Z,0,6,0,4507.954197,371.087971
245,Point Z,0,6,0,4507.954197,371.087643
246,Point Z,0,6,0,4507.954197,371.086987
247,Point Z,0,6,0,4507.954197,371.086659
248,Point Z,0,6,0,4507.954197,371.086331
249,Point Z,0,6,0,4507.954197,371.086003
250,Point Z,0,6,0,4507.954197,371.085675
251,Point Z,0,6,0,4507.954197,371.085347
252,Point Z,0,6,0,4507.954197,371.085019
253,Point Z,0,6,0,4507.954197,371.084691
254,Point Z,0,6,0,4507.954197,371.084362
255,Point Z,0,6,0,4507.954197,371.084034
256,Point Z,0,6,0,4507.954197,371.083706
257,Point Z,0,6,0,4507.954197,371.083378
258,Point Z,0,6,0,4507.954197,371.08305
259,Point Z,0,6,0,4507.954197,371.082722
260,Point Z,0,6,0,4507.954197,371.082394
261,Point Z,0,6,0,4507.954197,371.082394
262,Point Z,0,6,0,4507.954197,371.082066
263,Point Z,0,6,0,4507.954197,371.081738
264,Point Z,0,6,0,4507.954197,371.08141
265,Point Z,0,6,0,4507.954197,371.08141
266,Point Z,0,6,0,4507.954197,371.081082
267,Point Z,0,6,0,4507.954197,371.080754
268,Point Z,0,6,0,4507.954197,371.080754
269,Point Z,0,6,0,4507.954197,371.080425
270,Point Z,0,6,0,4507.954197,371.080097
271,Point Z,0,6,0,4507.954197,371.079769
272,Point Z,0,6,0,4507.954197,371.079769
273,Point Z,0,6,0,4507.954197,371.079441
274,Point Z,0,6,0,4507.954197,371.079113
275,Point Z,0,6,0,4507.954197,371.078785
276,Point Z,0,6,0,4507.954197,371.078785
277,Point Z,0,6,0,4507.954197,371.078457
278,Point Z,0,6,0,4507.954197,371.078129
279,Point Z,0,6,0,4507.954197,371.078129
280,Point Z,0,6,0,4507.954197,371.077801
281,Point Z,0,6,0,4507.954197,371.077801
282,Point Z,0,6,0,4507.954197,371.077801
283,Point Z,0,6,0,4507.954197,371.077801
284,Point Z,0,6,0,4507.954197,371.077801
285,Point Z,0,6,0,4507.954197,371.077801
286,Point Z,0,6,0,4507.954197,371.077801
287,Point Z,0,6,0,4507.954197,371.077473
288,Point Z,0,6,0,4507.954197,371.077473
289,Point Z,0,6,0,4507.954197,371.077473
290,Point Z,0,6,0,4507.954197,371.077473
291,Point Z,0,6,0,4507.954197,371.077145
292,Point Z,0,6,0,4507.954197,371.077145
293,Point Z,0,6,0,4507.954197,371.077145
294,Point Z,0,6,0,4507.954197,371.076817
295,Point Z,0,6,0,4507.954197,371.076817
296,Point Z,0,6,0,4507.954197,371.076817
297,Point Z,0,6,0,4507.954197,371.076488
298,Point Z,0,6,0,4507.954197,371.076488
299,Point Z,0,6,0,4507.954197,371.055163
300,Point Z,0,6,0,4507.954197,370.846502
301,Point Z,0,6,0,4507.954197,370.741515
302,Point Z,0,6,0,4507.954197,370.741187
303,Point Z,0,6,0,4507.954197,370.740859
304,Point Z,0,6,0,4507.954197,370.740859
305,Point Z,0,6,0,4507.954197,370.740531
306,Point Z,0,6,0,4507.954197,370.740203
307,Point Z,0,6,0,4507.954197,370.740203
308,Point Z,0,6,0,4507.954197,370.739875
309,Point Z,0,6,0,4507.954197,370.739547
310,Point Z,0,6,0,4507.954197,370.739547
311,Point Z,0,6,0,4507.954197,370.739219
312,Point Z,0,6,0,4507.954197,370.739219
313,Point Z,0,6,0,4507.954197,370.738891
314,Point Z,0,6,0,4507.954197,370.738563
315,Point Z,0,6,0,4507.954197,370.738563
316,Point Z,0,6,0,4507.954197,370.738235
317,Point Z,0,6,0,4507.954197,370.738235
318,Point Z,0,6,0,4507.954197,370.737906
319,Point Z,0,6,0,4507.954197,370.737906
320,Point Z,0,6,0,4507.954197,370.737578
321,Point Z,0,6,0,4507.954197,370.737578
322,Point Z,0,6,0,4507.954197,370.73725
323,Point Z,0,6,0,4507.954197,370.73725
324,Point Z,0,6,0,4507.954197,370.736922
325,Point Z,0,6,0,4507.954197,370.736922
326,Point Z,0,6,0,4507.954197,370.736594
327,Point Z,0,6,0,4507.954197,370.736594
328,Point Z,0,6,0,4507.954197,370.736266
329,Point Z,0,6,0,4507.954197,370.736266
330,Point Z,0,6,0,4507.954197,370.735938
331,Point Z,0,6,0,4507.954197,370.735938
332,Point Z,0,6,0,4507.954197,370.73561
333,Point Z,0,6,0,4507.954197,370.73561
334,Point Z,0,6,0,4507.954197,370.735282
335,Point Z,0,6,0,4507.954197,370.735282
336,Point Z,0,6,0,4507.954197,370.735282
337,Point Z,0,6,0,4507.954197,370.734954
338,Point Z,0,6,0,4507.954197,370.734954
339,Point Z,0,6,0,4507.954197,370.734626
340,Point Z,0,6,0,4507.954197,370.734626
341,Point Z,0,6,0,4507.954197,370.734298
342,Point Z,0,6,0,4507.954197,370.734298
343,Point Z,0,6,0,4507.954197,370.734298
344,Point Z,0,6,0,4507.954197,370.733969
345,Point Z,0,6,0,4507.954197,370.733969
346,Point Z,0,6,0,4507.954197,370.733969
