ID,Station (ft),WSE 'Max' (feet)
1127,776.991,362.215
1128,777.44,362.215
1129,777.889,362.215
1130,778.325,362.215
1131,778.761,362.215
1132,778.963,362.215
1133,779.615,362.215
1134,780.459,362.213
1135,781.295,362.21
1136,781.564,362.209
1137,781.816,362.208
1138,782.127,362.206
1139,782.963,362.203
1140,783.438,362.201
1141,783.584,362.2
1142,783.649,362.2
1143,783.806,362.199
1144,784.659,362.195
1145,785.51,362.191
1146,786.342,362.183
1147,786.377,362.183
1148,787.143,362.181
1149,787.915,362.178
1150,788.667,362.174
1151,789.414,362.171
1152,790.167,362.167
1153,790.937,362.163
1154,791.731,362.159
1155,792.353,362.155
1156,792.533,362.153
1157,793.321,362.142
1158,794.095,362.131
1159,794.878,362.129
1160,795.693,362.129
1161,796.062,362.129
1162,796.542,362.128
1163,797.424,362.127
1164,798.331,362.124
1165,799.236,362.12
1166,800.111,362.116
1167,800.953,362.113
1168,801.77,362.11
1169,802.578,362.107
1170,803.383,362.102
1171,804.188,362.093
1172,804.313,362.092
1173,804.994,362.085
1174,805.804,362.076
1175,806.621,362.075
1176,807.134,362.074
1177,807.444,362.073
1178,808.263,362.07
1179,809.073,362.065
1180,809.474,362.063
1181,809.874,362.06
1182,810.67,362.054
1183,811.46,362.048
1184,812.243,362.042
1185,812.637,362.04
1186,813.031,362.038
1187,813.435,362.036
1188,813.839,362.034
1189,814.258,362.032
1190,814.626,362.03
1191,814.676,362.03
1192,815.537,362.025
1193,815.973,362.022
1194,816.41,362.018
1195,817.284,362.011
1196,818.149,362.005
1197,818.979,361.999
1198,819.741,361.994
1199,820.435,361.99
1200,821.108,361.984
1201,821.82,361.977
1202,822.388,361.971
1203,822.581,361.97
1204,823.371,361.966
1205,824.175,361.962
1206,824.987,361.958
1207,825.593,361.956
1208,825.803,361.955
1209,826.616,361.952
1210,827.424,361.949
1211,828.238,361.946
1212,828.29,361.946
1213,829.07,361.937
1214,829.928,361.928
1215,830.808,361.919
1216,831.69,361.918
1217,832.557,361.918
1218,833.207,361.918
1219,833.399,361.918
1220,834.217,361.916
1221,835.007,361.913
1222,835.393,361.911
1223,835.779,361.91
1224,836.556,361.905
1225,836.567,361.905
1226,836.717,361.905
1227,837.359,361.902
1228,838.195,361.898
1229,838.999,361.895
1230,839.052,361.895
1231,839.916,361.89
1232,840.371,361.886
1233,840.634,361.885
1234,840.779,361.884
1235,841.632,361.879
1236,842.227,361.876
1237,842.471,361.874
1238,843.304,361.87
1239,844.142,361.866
1240,844.989,361.863
1241,845.416,361.861
1242,845.823,361.859
1243,845.844,361.859
1244,846.707,361.852
1245,847.57,361.845
1246,848.434,361.84
1247,849.298,361.839
1248,850.162,361.838
1249,850.592,361.838
1250,850.74,361.838
1251,851.023,361.838
1252,851.872,361.837
1253,852.706,361.835
1254,853.526,361.833
1255,854.342,361.831
1256,855.153,361.83
1257,855.552,361.829
1258,855.951,361.828
1259,856.344,361.827
1260,856.736,361.826
1261,857.519,361.824
1262,858.303,361.821
1263,859.097,361.817
1264,859.205,361.817
1265,859.926,361.817
1266,860.798,361.816
1267,861.682,361.815
1268,862.024,361.814
1269,862.277,361.813
1270,862.581,361.813
1271,863.519,361.81
1272,863.711,361.81
1273,864.464,361.809
1274,864.626,361.809
1275,865.349,361.804
1276,866.157,361.797
1277,866.922,361.79
1278,867.68,361.785
1279,868.449,361.785
1280,869.235,361.785
1281,870.037,361.785
1282,870.78,361.785
1283,870.851,361.785
1284,871.662,361.782
1285,872.058,361.779
1286,872.454,361.776
1287,872.705,361.774
1288,872.782,361.774
1289,872.812,361.774
1290,872.833,361.773
1291,873.213,361.771
1292,873.947,361.767
1293,874.68,361.765
1294,875.434,361.762
1295,875.619,361.761
1296,875.69,361.761
1297,875.824,361.76
1298,876.024,361.759
1299,876.215,361.758
1300,877.003,361.754
1301,877.087,361.754
1302,877.138,361.753
1303,877.785,361.75
1304,878.579,361.745
1305,879.415,361.742
1306,879.611,361.742
1307,880.296,361.74
1308,881.201,361.737
1309,882.113,361.735
1310,882.189,361.734
1311,883.026,361.73
1312,883.483,361.728
1313,883.939,361.726
1314,884.282,361.724
1315,884.424,361.723
1316,884.852,361.721
1317,885.764,361.717
1318,886.676,361.712
1319,887.593,361.709
1320,888.514,361.705
1321,888.976,361.704
1322,889.438,361.702
1323,890.364,361.698
1324,890.93,361.696
1325,891.288,361.693
1326,892.211,361.686
1327,893.122,361.678
1328,894.015,361.671
1329,894.887,361.664
1330,895.213,361.661
1331,895.746,361.657
1332,896.574,361.655
1333,896.602,361.655
1334,897.464,361.652
1335,898.331,361.65
1336,899.204,361.648
1337,900.086,361.646
1338,900.178,361.646
1339,900.984,361.637
1340,901.897,361.628
1341,902.822,361.618
1342,903.755,361.616
1343,904.554,361.615
1344,904.689,361.615
1345,904.881,361.614
1346,905.624,361.614
1347,905.993,361.613
1348,906.559,361.612
1349,907.494,361.608
1350,908.429,361.602
1351,909.364,361.597
1352,910.298,361.592
1353,911.232,361.588
1354,911.971,361.584
