OBJECTID *,Shape *,ORIG_FID,FID_,FID_lidar2,Shape_Leng,elev
322,Point Z,0,6,0,4507.954197,359.380646
323,Point Z,0,6,0,4507.954197,359.380646
324,Point Z,0,6,0,4507.954197,359.386879
325,Point Z,0,6,0,4507.954197,359.390816
326,Point Z,0,6,0,4507.954197,359.347181
327,Point Z,0,6,0,4507.954197,359.270082
328,Point Z,0,6,0,4507.954197,359.372116
329,Point Z,0,6,0,4507.954197,359.515488
330,Point Z,0,6,0,4507.954197,359.527299
331,Point Z,0,6,0,4507.954197,359.53058
332,Point Z,0,6,0,4507.954197,359.501708
333,Point Z,0,6,0,4507.954197,359.288126
334,Point Z,0,6,0,4507.954197,359.181171
335,Point Z,0,6,0,4507.954197,359.157877
336,Point Z,0,6,0,4507.954197,359.232024
337,Point Z,0,6,0,4507.954197,359.361617
338,Point Z,0,6,0,4507.954197,359.459714
339,Point Z,0,6,0,4507.954197,359.666078
340,Point Z,0,6,0,4507.954197,359.64016
341,Point Z,0,6,0,4507.954197,359.479399
342,Point Z,0,6,0,4507.954197,359.309452
343,Point Z,0,6,0,4507.954197,359.08373
344,Point Z,0,6,0,4507.954197,359.130318
345,Point Z,0,6,0,4507.954197,359.189701
346,Point Z,0,6,0,4507.954197,359.093901
347,Point Z,0,6,0,4507.954197,358.8544
348,Point Z,0,6,0,4507.954197,358.706106
349,Point Z,0,6,0,4507.954197,358.706106
350,Point Z,0,6,0,4507.954197,358.706106
351,Point Z,0,6,0,4507.954197,358.739899
352,Point Z,0,6,0,4507.954197,358.677563
353,Point Z,0,6,0,4507.954197,358.57881
354,Point Z,0,6,0,4507.954197,358.579138
355,Point Z,0,6,0,4507.954197,358.667393
356,Point Z,0,6,0,4507.954197,358.673626
357,Point Z,0,6,0,4507.954197,358.656894
358,Point Z,0,6,0,4507.954197,358.738915
359,Point Z,0,6,0,4507.954197,358.781566
360,Point Z,0,6,0,4507.954197,358.787471
361,Point Z,0,6,0,4507.954197,358.690358
362,Point Z,0,6,0,4507.954197,358.349808
363,Point Z,0,6,0,4507.954197,358.322577
364,Point Z,0,6,0,4507.954197,358.310766
365,Point Z,0,6,0,4507.954197,358.250071
366,Point Z,0,6,0,4507.954197,358.251711
367,Point Z,0,6,0,4507.954197,358.187735
368,Point Z,0,6,0,4507.954197,358.171659
369,Point Z,0,6,0,4507.954197,358.390818
370,Point Z,0,6,0,4507.954197,358.505319
371,Point Z,0,6,0,4507.954197,358.56175
372,Point Z,0,6,0,4507.954197,358.632616
373,Point Z,0,6,0,4507.954197,358.664768
374,Point Z,0,6,0,4507.954197,358.652629
375,Point Z,0,6,0,4507.954197,358.771723
376,Point Z,0,6,0,4507.954197,358.98629
377,Point Z,0,6,0,4507.954197,359.045016
378,Point Z,0,6,0,4507.954197,359.038455
379,Point Z,0,6,0,4507.954197,359.147707
380,Point Z,0,6,0,4507.954197,359.253677
381,Point Z,0,6,0,4507.954197,359.162142
382,Point Z,0,6,0,4507.954197,359.230712
383,Point Z,0,6,0,4507.954197,359.184124
384,Point Z,0,6,0,4507.954197,359.073888
385,Point Z,0,6,0,4507.954197,359.117851
386,Point Z,0,6,0,4507.954197,359.184124
387,Point Z,0,6,0,4507.954197,359.200528
388,Point Z,0,6,0,4507.954197,359.238258
389,Point Z,0,6,0,4507.954197,359.253349
390,Point Z,0,6,0,4507.954197,359.245475
391,Point Z,0,6,0,4507.954197,359.241866
392,Point Z,0,6,0,4507.954197,359.311092
393,Point Z,0,6,0,4507.954197,359.515488
394,Point Z,0,6,0,4507.954197,359.636551
395,Point Z,0,6,0,4507.954197,359.678217
396,Point Z,0,6,0,4507.954197,359.607023
397,Point Z,0,6,0,4507.954197,359.542719
398,Point Z,0,6,0,4507.954197,359.542391
399,Point Z,0,6,0,4507.954197,359.542391
400,Point Z,0,6,0,4507.954197,359.542391
401,Point Z,0,6,0,4507.954197,359.461354
402,Point Z,0,6,0,4507.954197,359.393113
403,Point Z,0,6,0,4507.954197,359.393113
404,Point Z,0,6,0,4507.954197,359.393113
405,Point Z,0,6,0,4507.954197,359.393113
406,Point Z,0,6,0,4507.954197,359.451184
407,Point Z,0,6,0,4507.954197,359.707417
408,Point Z,0,6,0,4507.954197,359.391801
409,Point Z,0,6,0,4507.954197,359.303546
410,Point Z,0,6,0,4507.954197,359.273362
411,Point Z,0,6,0,4507.954197,359.230712
412,Point Z,0,6,0,4507.954197,359.170344
413,Point Z,0,6,0,4507.954197,359.217916
414,Point Z,0,6,0,4507.954197,359.224806
415,Point Z,0,6,0,4507.954197,359.251381
416,Point Z,0,6,0,4507.954197,359.25499
417,Point Z,0,6,0,4507.954197,359.25499
418,Point Z,0,6,0,4507.954197,359.358008
419,Point Z,0,6,0,4507.954197,359.374084
420,Point Z,0,6,0,4507.954197,359.374084
421,Point Z,0,6,0,4507.954197,359.375068
422,Point Z,0,6,0,4507.954197,359.373428
423,Point Z,0,6,0,4507.954197,359.507942
424,Point Z,0,6,0,4507.954197,359.535173
425,Point Z,0,6,0,4507.954197,359.480383
426,Point Z,0,6,0,4507.954197,359.380318
427,Point Z,0,6,0,4507.954197,359.326512
428,Point Z,0,6,0,4507.954197,359.297641
429,Point Z,0,6,0,4507.954197,359.272378
430,Point Z,0,6,0,4507.954197,359.266145
431,Point Z,0,6,0,4507.954197,359.332417
432,Point Z,0,6,0,4507.954197,359.425921
433,Point Z,0,6,0,4507.954197,359.441997
434,Point Z,0,6,0,4507.954197,359.435436
435,Point Z,0,6,0,4507.954197,359.434779
436,Point Z,0,6,0,4507.954197,359.43806
437,Point Z,0,6,0,4507.954197,359.407549
438,Point Z,0,6,0,4507.954197,359.310108
439,Point Z,0,6,0,4507.954197,359.309124
440,Point Z,0,6,0,4507.954197,359.288782
441,Point Z,0,6,0,4507.954197,359.305187
442,Point Z,0,6,0,4507.954197,359.417391
443,Point Z,0,6,0,4507.954197,359.307155
444,Point Z,0,6,0,4507.954197,359.310108
445,Point Z,0,6,0,4507.954197,359.331433
446,Point Z,0,6,0,4507.954197,359.380646
447,Point Z,0,6,0,4507.954197,359.40722
448,Point Z,0,6,0,4507.954197,359.40722
449,Point Z,0,6,0,4507.954197,359.407877
450,Point Z,0,6,0,4507.954197,359.428546
451,Point Z,0,6,0,4507.954197,359.308467
452,Point Z,0,6,0,4507.954197,359.105056
453,Point Z,0,6,0,4507.954197,359.09915
454,Point Z,0,6,0,4507.954197,358.885568
455,Point Z,0,6,0,4507.954197,358.821264
456,Point Z,0,6,0,4507.954197,358.715293
457,Point Z,0,6,0,4507.954197,358.550923
458,Point Z,0,6,0,4507.954197,358.424611
459,Point Z,0,6,0,4507.954197,358.297971
460,Point Z,0,6,0,4507.954197,358.269427
461,Point Z,0,6,0,4507.954197,358.251055
462,Point Z,0,6,0,4507.954197,358.18511
463,Point Z,0,6,0,4507.954197,358.180517
464,Point Z,0,6,0,4507.954197,358.085045
465,Point Z,0,6,0,4507.954197,358.097184
466,Point Z,0,6,0,4507.954197,358.059126
467,Point Z,0,6,0,4507.954197,357.925596
468,Point Z,0,6,0,4507.954197,357.848497
469,Point Z,0,6,0,4507.954197,357.83931
470,Point Z,0,6,0,4507.954197,357.956436
471,Point Z,0,6,0,4507.954197,358.009914
472,Point Z,0,6,0,4507.954197,358.010242
473,Point Z,0,6,0,4507.954197,357.942985
474,Point Z,0,6,0,4507.954197,357.840951
475,Point Z,0,6,0,4507.954197,357.862604
476,Point Z,0,6,0,4507.954197,357.862604
477,Point Z,0,6,0,4507.954197,357.862604
478,Point Z,0,6,0,4507.954197,357.869494
479,Point Z,0,6,0,4507.954197,357.937735
480,Point Z,0,6,0,4507.954197,358.132289
481,Point Z,0,6,0,4507.954197,358.451842
482,Point Z,0,6,0,4507.954197,359.062733
483,Point Z,0,6,0,4507.954197,359.170016
484,Point Z,0,6,0,4507.954197,359.213979
485,Point Z,0,6,0,4507.954197,359.246788
486,Point Z,0,6,0,4507.954197,359.247772
487,Point Z,0,6,0,4507.954197,359.169032
488,Point Z,0,6,0,4507.954197,358.785174
489,Point Z,0,6,0,4507.954197,358.762865
490,Point Z,0,6,0,4507.954197,358.693639
491,Point Z,0,6,0,4507.954197,358.504007
492,Point Z,0,6,0,4507.954197,358.505976
493,Point Z,0,6,0,4507.954197,358.247446
494,Point Z,0,6,0,4507.954197,358.212997
495,Point Z,0,6,0,4507.954197,358.260897
496,Point Z,0,6,0,4507.954197,358.150661
497,Point Z,0,6,0,4507.954197,358.021725
498,Point Z,0,6,0,4507.954197,358.021725
499,Point Z,0,6,0,4507.954197,358.061095
500,Point Z,0,6,0,4507.954197,358.371461
501,Point Z,0,6,0,4507.954197,358.520411
502,Point Z,0,6,0,4507.954197,358.326186
503,Point Z,0,6,0,4507.954197,358.281567
504,Point Z,0,6,0,4507.954197,358.494493
505,Point Z,0,6,0,4507.954197,358.800922
506,Point Z,0,6,0,4507.954197,359.010568
507,Point Z,0,6,0,4507.954197,358.997116
508,Point Z,0,6,0,4507.954197,359.077825
509,Point Z,0,6,0,4507.954197,359.395409
510,Point Z,0,6,0,4507.954197,359.413126
511,Point Z,0,6,0,4507.954197,359.667062
512,Point Z,0,6,0,4507.954197,359.735304
513,Point Z,0,6,0,4507.954197,359.739897
514,Point Z,0,6,0,4507.954197,359.654595
515,Point Z,0,6,0,4507.954197,360.015487
516,Point Z,0,6,0,4507.954197,360.31273
517,Point Z,0,6,0,4507.954197,360.396392
518,Point Z,0,6,0,4507.954197,360.668373
519,Point Z,0,6,0,4507.954197,361.165091
520,Point Z,0,6,0,4507.954197,361.238582
521,Point Z,0,6,0,4507.954197,361.223818
522,Point Z,0,6,0,4507.954197,361.295012
523,Point Z,0,6,0,4507.954197,361.463319
524,Point Z,0,6,0,4507.954197,361.569946
525,Point Z,0,6,0,4507.954197,361.620143
526,Point Z,0,6,0,4507.954197,361.608988
527,Point Z,0,6,0,4507.954197,361.568962
528,Point Z,0,6,0,4507.954197,361.53845
529,Point Z,0,6,0,4507.954197,361.53845
530,Point Z,0,6,0,4507.954197,361.53845
531,Point Z,0,6,0,4507.954197,361.486613
532,Point Z,0,6,0,4507.954197,361.533529
533,Point Z,0,6,0,4507.954197,361.734644
534,Point Z,0,6,0,4507.954197,362.068961
535,Point Z,0,6,0,4507.954197,361.802557
536,Point Z,0,6,0,4507.954197,361.763843
537,Point Z,0,6,0,4507.954197,361.763843
538,Point Z,0,6,0,4507.954197,361.763843
539,Point Z,0,6,0,4507.954197,361.568962
540,Point Z,0,6,0,4507.954197,361.365878
541,Point Z,0,6,0,4507.954197,361.342256
542,Point Z,0,6,0,4507.954197,361.394421
543,Point Z,0,6,0,4507.954197,361.346193
544,Point Z,0,6,0,4507.954197,361.358988
545,Point Z,0,6,0,4507.954197,361.325196
546,Point Z,0,6,0,4507.954197,361.3124
547,Point Z,0,6,0,4507.954197,361.324211
548,Point Z,0,6,0,4507.954197,361.314041
549,Point Z,0,6,0,4507.954197,361.404264
550,Point Z,0,6,0,4507.954197,361.622111
551,Point Z,0,6,0,4507.954197,361.604723
552,Point Z,0,6,0,4507.954197,361.503017
553,Point Z,0,6,0,4507.954197,360.959711
554,Point Z,0,6,0,4507.954197,360.786811
555,Point Z,0,6,0,4507.954197,360.675263
556,Point Z,0,6,0,4507.954197,360.631299
557,Point Z,0,6,0,4507.954197,360.681168
558,Point Z,0,6,0,4507.954197,360.746457
559,Point Z,0,6,0,4507.954197,360.854068
560,Point Z,0,6,0,4507.954197,360.854068
561,Point Z,0,6,0,4507.954197,360.799934
562,Point Z,0,6,0,4507.954197,360.783202
563,Point Z,0,6,0,4507.954197,360.753018
564,Point Z,0,6,0,4507.954197,360.753018
565,Point Z,0,6,0,4507.954197,360.753018
566,Point Z,0,6,0,4507.954197,360.753018
567,Point Z,0,6,0,4507.954197,360.959711
568,Point Z,0,6,0,4507.954197,361.128017
569,Point Z,0,6,0,4507.954197,361.162466
570,Point Z,0,6,0,4507.954197,361.298293
571,Point Z,0,6,0,4507.954197,361.538122
572,Point Z,0,6,0,4507.954197,361.41181
573,Point Z,0,6,0,4507.954197,361.264172
574,Point Z,0,6,0,4507.954197,361.256626
575,Point Z,0,6,0,4507.954197,361.315681
576,Point Z,0,6,0,4507.954197,361.236941
577,Point Z,0,6,0,4507.954197,361.219553
